형태소,품사,분류,카운트
그야말로,Adverb,10,2
그으으렇,Noun,6,1
그이,Noun,1,1
그저,Adverb,1,3
그저,Adverb,4,2
그저,Adverb,5,4
그저,Adverb,6,2
그저,Adverb,7,4
그저,Adverb,8,4
그저,Adverb,10,3
그지같고,Adjective,1,2
그지같네요,Adjective,1,1
그지같은,Adjective,1,1
그지같음,Adjective,1,1
그지같이,Adjective,5,1
그치만,Verb,7,1
그치만,Verb,9,1
그치만,Verb,10,1
극,Modifier,2,1
극,Modifier,5,1
극,Modifier,6,2
극,Modifier,7,2
극,Modifier,8,2
극,Modifier,9,4
극,Modifier,10,5
극,Noun,8,1
극,Suffix,5,1
극,Suffix,9,1
극단,Noun,5,1
극도,Noun,10,1
극복,Noun,9,1
극장,Noun,1,8
극장,Noun,5,1
극장,Noun,6,1
극장,Noun,7,2
극장,Noun,8,4
극장,Noun,9,2
극장,Noun,10,8
극장판,Noun,1,1
극정,Noun,10,1
극찬,Noun,8,1
극찬,Noun,10,1
극치,Noun,1,4
극치,Noun,10,1
극한,Noun,9,1
극혐,Noun,10,2
극히,Noun,9,1
근,Modifier,8,1
근,Modifier,10,2
근대,Noun,10,1
근데,Adverb,1,4
근데,Adverb,6,2
근데,Adverb,7,1
근데,Adverb,8,17
근데,Adverb,9,10
근데,Adverb,10,29
근래,Noun,1,1
근래,Noun,9,1
근무,Noun,9,1
근원,Noun,10,2
글,Noun,1,4
글,Noun,6,1
글,Noun,10,3
글구,Noun,10,2
글로벌,Noun,10,1
글쌔,Noun,6,1
글쎄,Noun,6,1
글쎄,Noun,7,1
글쎄,Noun,9,1
글쎄요,Noun,7,1
글자,Noun,5,1
글자,Noun,10,4
긁,Verb,9,1
금,Noun,8,2
금,Noun,10,1
금강,Noun,8,1
금방,Noun,10,2
금보,Noun,7,1
금액,Noun,1,1
금지,Noun,10,1
급,Noun,1,3
급,Noun,2,1
급,Noun,6,1
급,Noun,7,1
급,Noun,9,1
급,Noun,10,3
급,Suffix,1,5
급,Suffix,4,1
급,Suffix,7,1
급,Suffix,8,1
급,Suffix,9,1
급,Suffix,10,10
급썸,Noun,7,1
급진,Noun,5,1
급하게,Adjective,9,1
급하고,Adjective,7,1
급하기도,Adjective,10,1
급하나,Adjective,8,1
급한,Adjective,1,1
급해서,Adjective,1,2
급해서,Adjective,4,1
급해서,Adjective,8,2
급해서,Adjective,10,4
긋,Verb,9,4
긋,Verb,10,1
긋어요,Verb,7,1
긍정,Noun,10,1
기,Modifier,1,10
기,Modifier,2,1
기,Modifier,4,2
기,Modifier,5,5
기,Modifier,6,14
기,Modifier,7,15
기,Modifier,8,15
기,Modifier,9,10
기,Modifier,10,30
기,Noun,1,3
기,Noun,6,1
기,Noun,7,5
기,Noun,8,2
기,Noun,9,1
기,Noun,10,2
기계,Noun,3,1
기계,Noun,10,1
기금,Noun,1,1
기기,Noun,8,1
기기,Noun,10,1
기꺼이,Adverb,6,1
기네,Noun,6,1
기념품,Noun,10,1
기는,Verb,6,1
기능,Noun,5,1
기다려,Verb,9,3
기다려,Verb,10,2
기다려라,Verb,10,1
기다려서,Verb,10,1
기다려야,Verb,1,1
기다려야,Verb,8,1
기다려야,Verb,10,1
기다려야겠네요,Verb,8,1
기다려야겠죠,Verb,10,1
기다려져요,Verb,10,1
기다려지내요,Verb,8,1
기다려지네요,Verb,8,1
기다려지네요,Verb,9,1
기다려지네요,Verb,10,2
기다려지는,Verb,6,1
기다려지는,Verb,9,1
기다려지는군요,Verb,10,1
기다려진다,Verb,8,1
기다려진다,Verb,9,2
기다려진다,Verb,10,3
기다렷던,Noun,10,1
기다렸,Verb,6,1
기다렸는데,Verb,1,1
기다렸는데,Verb,10,4
기다렸다,Verb,10,1
기다렸다가,Verb,10,1
기다렸던,Verb,9,1
기다렸던,Verb,10,1
기다렸던만큼,Verb,9,1
기다렸어요,Verb,9,1
기다리,Verb,10,1
기다리게,Verb,10,1
기다리고,Verb,9,1
기다리고,Verb,10,1
기다리고있을게요,Verb,10,1
기다리냐,Verb,10,1
기다리노,Verb,10,1
기다리다가,Verb,5,1
기다리던,Verb,7,1
기다리던,Verb,10,2
기다리며,Verb,10,2
기다리면서,Verb,9,1
기다리세요,Verb,9,1
기다리시면,Verb,10,2
기다리죠,Verb,10,1
기다리지,Verb,10,1
기다린,Verb,10,9
기다린게,Verb,2,1
기다린다,Verb,10,1
기다릴,Verb,10,2
기다릴게,Verb,10,1
기다릴수,Verb,10,1
기다림,Noun,9,1
기다림,Noun,10,2
기다림이었다,Verb,9,1
기다립니다,Verb,9,1
기다립니다,Verb,10,1
기대,Noun,1,24
기대,Noun,2,1
기대,Noun,3,3
기대,Noun,4,3
기대,Noun,5,22
기대,Noun,6,34
기대,Noun,7,52
기대,Noun,8,57
기대,Noun,9,50
기대,Noun,10,112
기대기,Verb,9,1
기대기대,Verb,10,2
기대는,Verb,3,1
기대는,Verb,5,2
기대는,Verb,7,1
기대는,Verb,8,3
기대는,Verb,10,2
기대도,Verb,1,1
기대도,Verb,10,1
기대도안하고,Verb,10,1
기대되,Verb,6,1
기대되,Verb,8,2
기대되,Verb,9,6
기대되,Verb,10,11
기대였던걸,Verb,8,1
기대이,Verb,9,2
기대이하,Verb,4,1
기대이하였고,Verb,7,1
기대이하였구,Verb,9,1
기대이하였다,Verb,6,1
기대이하였다는,Verb,7,1
기대이하였음,Verb,7,1
기대이하인,Verb,6,1
기대치곤,Verb,6,1
기대치곤,Verb,7,1
기대치를,Verb,6,1
기대하게,Adjective,8,1
기대하게,Adjective,9,3
기대하게,Adjective,10,3
기대하겠습니다,Adjective,9,1
기대하겠습니다,Adjective,10,1
기대하겠음,Adjective,1,1
기대하고,Adjective,1,7
기대하고,Adjective,4,1
기대하고,Adjective,5,2
기대하고,Adjective,6,3
기대하고,Adjective,7,4
기대하고,Adjective,8,5
기대하고,Adjective,9,1
기대하고,Adjective,10,7
기대하기,Adjective,7,1
기대하는,Adjective,10,1
기대하는만큼,Adjective,8,1
기대하다,Adjective,10,1
기대하던만큼,Adjective,10,1
기대하며,Adjective,10,2
기대하면서,Adjective,5,1
기대하였던,Adjective,10,1
기대하지,Adjective,5,1
기대하지,Adjective,8,1
기대하지,Adjective,9,1
기대하지마,Adjective,9,1
기대하지마라,Adjective,4,1
기대하지말,Adjective,10,1
기대하지말고,Adjective,1,1
기대하지말고,Adjective,10,3
기대한,Adjective,1,1
기대한,Adjective,5,1
기대한,Adjective,6,3
기대한,Adjective,8,3
기대한,Adjective,9,1
기대한,Adjective,10,1
기대한건,Adjective,10,1
기대한것,Adjective,8,1
기대한것,Adjective,10,1
기대한것보다,Adjective,6,2
기대한것보다,Adjective,10,1
기대한것보다는,Adjective,1,1
기대한것보다는,Adjective,10,1
기대한것에,Adjective,8,1
기대한내용,Adjective,1,1
기대한데,Verb,7,1
기대한만큼,Adjective,7,1
기대한만큼,Adjective,8,3
기대한만큼,Adjective,9,2
기대한만큼,Adjective,10,7
기대한만큼은,Adjective,8,1
기대한만큼의,Adjective,5,1
기대할,Adjective,8,1
기대할게,Adjective,9,1
기대할게요,Adjective,8,1
기대할게요,Adjective,9,1
기대할게요,Adjective,10,2
기대할께요,Adjective,10,1
기대할만,Adjective,10,1
기대합니다,Adjective,7,1
기대합니다,Adjective,8,3
기대합니다,Adjective,9,1
기대합니다,Adjective,10,7
기대해,Adjective,3,1
기대해,Adjective,5,1
기대해,Adjective,9,1
기대해도,Adjective,7,1
기대해서,Adjective,1,2
기대해서,Adjective,6,1
기대해서,Adjective,10,1
기대해서인지,Adjective,4,1
기대했,Adjective,10,1
기대했건만,Adjective,2,1
기대했건만,Adjective,7,1
기대했기,Adjective,8,1
기대했나,Adjective,7,1
기대했나,Adjective,8,2
기대했나보다,Adjective,5,1
기대했나보다,Adjective,6,1
기대했나보다,Adjective,7,1
기대했는데,Adjective,1,6
기대했는데,Adjective,4,1
기대했는데,Adjective,6,1
기대했는데,Adjective,7,1
기대했는데,Adjective,9,3
기대했는데,Adjective,10,2
기대했는지,Adjective,8,1
기대했다면,Adjective,1,1
기대했던,Adjective,6,1
기대했던,Adjective,7,2
기대했던,Adjective,8,3
기대했던,Adjective,9,2
기대했던,Adjective,10,1
기대했던거에,Adjective,5,1
기대했던것,Adjective,1,1
기대했던것,Adjective,7,1
기대했던것만큼,Adjective,8,2
기대했던것만큼은,Adjective,8,1
기대했던것보다,Adjective,1,2
기대했던것보다,Adjective,5,1
기대했던것보다,Adjective,6,1
기대했던것보다는,Adjective,6,1
기대했던것에,Adjective,7,1
기대했던데로,Adjective,8,1
기대했던데로,Adjective,10,1
기대했던만큼,Adjective,9,1
기대했던만큼,Adjective,10,3
기대했던만큼은,Adjective,7,1
기대했던지라,Adjective,7,1
기대했어,Adjective,1,1
기대했어도,Adjective,10,1
기대했었는데,Adjective,1,1
기대했었는데,Adjective,10,1
기대했으나,Adjective,1,1
기대했지만,Adjective,8,1
기댄,Verb,5,1
기댈하고,Verb,5,1
기도,Noun,1,2
기도,Noun,5,2
기도,Noun,6,1
기도,Noun,7,3
기도,Noun,8,1
기도,Noun,9,2
기도,Noun,10,5
기되,Verb,8,1
기디,Verb,7,1
기레기,Noun,10,1
기록,Noun,1,1
기록,Noun,10,1
기류,Noun,8,1
기를못,Verb,10,1
기만,Noun,5,1
기본,Noun,1,1
기본,Noun,7,1
기본,Noun,8,1
기본,Noun,9,4
기본,Noun,10,3
기부,Noun,1,1
기분,Noun,1,3
기분,Noun,2,1
기분,Noun,5,1
기분,Noun,6,2
기분,Noun,7,1
기분,Noun,8,2
기분,Noun,9,3
기분,Noun,10,2
기뻤고,Adjective,8,1
기뻤다,Adjective,7,1
기사,Noun,10,2
기선,Noun,7,1
기선,Noun,10,1
기세,Noun,1,1
기세,Noun,10,1
기술,Noun,1,1
기술,Noun,2,1
기술,Noun,7,1
기술,Noun,8,1
기술,Noun,9,1
기술,Noun,10,2
기승,Noun,8,1
기어,Noun,6,1
기억,Noun,1,5
기억,Noun,3,1
기억,Noun,4,1
기억,Noun,5,2
기억,Noun,6,2
기억,Noun,7,3
기억,Noun,8,8
기억,Noun,9,1
기억,Noun,10,8
기억나는,Verb,7,1
기억나는건,Verb,1,1
기억나는데,Verb,1,1
기억남게,Verb,10,1
기억남는게,Verb,6,1
기와,Noun,9,1
기용,Noun,7,1
기용,Noun,8,2
기용,Noun,9,1
기울어진듯,Verb,7,1
기울었으나,Verb,9,1
기울인,Verb,8,1
기원,Noun,9,1
기이,Noun,4,1
기자,Noun,1,2
기자,Noun,10,4
기적,Noun,10,1
기적처럼,Noun,10,1
기전,Noun,8,1
기전,Noun,9,1
기전,Noun,10,2
기절,Noun,7,1
기절,Noun,10,21
기존,Noun,1,1
기존,Noun,6,2
기존,Noun,7,2
기존,Noun,8,3
기존,Noun,9,3
기존,Noun,10,1
기준,Noun,7,1
기준,Noun,8,1
기특한,Adjective,10,1
기회,Noun,10,1
긴,Verb,1,1
긴,Verb,5,1
긴,Verb,6,1
긴,Verb,8,2
긴,Verb,9,3
긴,Verb,10,4
긴거밖에는,Verb,10,1
긴말,Verb,10,4
긴말말고,Verb,9,1
긴말말고,Verb,10,3
긴말안한,Verb,10,1
긴박한,Adjective,9,1
긴보단,Verb,7,1
긴장,Noun,7,1
긴장,Noun,8,1
긴장,Noun,10,2
긴장감,Noun,1,1
긴장감,Noun,2,1
긴장감,Noun,4,1
긴장감,Noun,5,2
긴장감,Noun,6,4
긴장감,Noun,7,3
긴장감,Noun,8,5
긴장감,Noun,9,1
긴장감,Noun,10,3
긴하는데,Verb,5,1
긴하지만,Verb,10,1
길,Noun,1,1
길,Noun,4,1
길,Noun,6,2
길,Noun,8,1
길,Noun,10,3
길거리,Noun,10,1
길게,Adjective,4,1
길게,Adjective,6,1
길게,Adjective,8,4
길게,Adjective,9,1
길고,Adjective,1,1
길고,Adjective,3,1
길고,Adjective,9,1
길긴,Adjective,5,1
길긴하지만,Adjective,7,1
길다,Adjective,1,1
길다,Adjective,5,1
길다,Adjective,6,2
길어,Adjective,7,1
길어,Adjective,10,1
길어서,Verb,5,1
길어서,Verb,10,1
길어져서,Verb,10,1
길었고,Adjective,10,1
길었나,Adjective,8,1
길이,Noun,10,2
김,Noun,1,1
김대,Noun,6,1
김밥천국,Noun,6,1
김밥천국,Noun,7,1
김밥천국,Noun,8,1
김밥천국,Noun,10,1
김수현,Noun,5,1
김수현,Noun,6,1
김수현,Noun,7,1
김수현,Noun,8,2
김수현,Noun,9,1
김수현,Noun,10,1
김정일,Noun,10,1
김태영,Noun,1,1
깊,Adjective,1,1
깊,Adjective,9,1
깊고,Adjective,10,1
깊숙이,Adverb,6,1
깊어지는,Adjective,8,1
깊었다,Adjective,10,1
깊었어요,Adjective,10,1
깊었음,Adjective,8,1
깊은,Adjective,9,1
깊은,Adjective,10,1
깊이,Noun,1,2
깊이,Noun,2,1
깊이,Noun,5,1
깊이,Noun,7,2
깊이,Noun,8,2
깊이,Noun,9,2
깊이,Noun,10,2
깊지도,Adjective,1,1
까,Verb,1,1
까,Verb,5,2
까,Verb,6,1
까,Verb,7,3
까,Verb,8,4
까,Verb,9,1
까,Verb,10,2
까겠음,Verb,9,1
까는,Verb,10,1
까리,Verb,9,1
까메오,Noun,9,1
까비,Noun,1,1
까야겠다,Verb,6,1
까요,Verb,8,2
까이는지,Verb,10,1
까지,Foreign,1,1
까지,Josa,1,17
까지,Josa,4,1
까지,Josa,5,2
까지,Josa,6,5
까지,Josa,7,4
까지,Josa,8,8
까지,Josa,9,14
까지,Josa,10,56
까지가,Josa,6,1
까지나,Josa,10,1
까지는,Josa,7,2
까지는,Josa,8,2
까지는,Josa,9,1
까지도,Josa,9,1
까지만,Josa,8,1
까지의,Josa,8,1
까지의,Josa,10,1
까진,Josa,5,2
까진,Josa,6,1
까진,Josa,7,2
까진,Josa,8,1
까진,Josa,9,1
까치,Noun,8,1
깍,Adverb,1,1
깍,Adverb,6,1
깍,Adverb,9,1
깍,Adverb,10,1
깎아,Verb,10,2
깎아서,Verb,1,1
깎음,Verb,8,1
깔,Verb,8,1
깔,Verb,10,1
깔끔하게,Adjective,8,2
깔끔하게,Adjective,10,1
깔끔하고,Adjective,9,1
깔끔하고,Adjective,10,1
깔끔하다,Adjective,7,1
깔끔한,Adjective,10,1
깔라고,Verb,10,1
깔려는,Verb,9,1
깜빡이는것도,Verb,10,1
깜짝,Noun,7,1
깜짝,Noun,9,1
깜짝,Noun,10,1
깜짝깜짝,Adverb,10,1
깡통,Noun,1,1
깡통,Noun,6,1
깡통,Noun,7,1
깡패,Noun,10,1
깨고,Verb,1,1
깨고,Verb,3,1
깨다,Verb,1,2
깨다,Verb,5,1
깨닫게,Verb,2,1
깨닫는게,Verb,10,1
깨부수는,Verb,1,1
깨알,Noun,6,1
깨알,Noun,8,2
깨알,Noun,9,4
깨알,Noun,10,5
깨우쳐,Verb,8,1
깨워주니까,Verb,7,1
깨지는,Verb,8,1
깨진,Verb,5,1
깬다,Verb,6,1
깻,Noun,5,1
꺼,Suffix,8,1
꺼,Suffix,10,4
꺼졍,Noun,10,1
꺼질,Verb,10,1
껄,Noun,1,1
껄,Noun,8,1
껄껄,Noun,10,1
껌,Noun,10,2
껍,Noun,10,1
께,Josa,1,1
께,Josa,8,1
께,Josa,10,1
껴,Verb,7,1
껴서,Verb,9,1
껴서,Verb,10,1
꼈죠,Verb,1,1
꼬,Noun,8,1
꼬,Noun,9,1
꼬,Noun,10,2
꼬르륵,Noun,10,1
꼬마,Noun,10,2
꼬맹이,Noun,7,1
꼬박,Noun,5,1
꼬아,Noun,1,1
꼬인,Adjective,9,1
꼭,Noun,1,3
꼭,Noun,5,1
꼭,Noun,6,4
꼭,Noun,7,2
꼭,Noun,8,7
꼭,Noun,9,11
꼭,Noun,10,71
꼴,Noun,10,1
꼽,Noun,1,1
꼽,Noun,10,1
꼽힐,Verb,5,1
꽁,Adverb,8,1
꽃,Noun,10,1
꽉,Noun,8,2
꽉,Noun,9,1
꽉,Noun,10,2
꽉꽉,Adverb,9,1
꽉차게잘,Verb,10,1
꽉찬,Verb,7,1
꽉찬,Verb,10,2
꽉찬거,Verb,8,1
꽝,Noun,1,2
꽤,Noun,7,1
꽤,Noun,8,7
꽤,Noun,9,5
꽤,Noun,10,6
꾸기,Verb,8,1
꾸르,Noun,10,2
꾸르잼,Noun,9,1
꾸르잼,Noun,10,4
꾸르잼입니,Noun,10,1
꾸역꾸역,Adverb,7,1
꾸우우우우울,Verb,10,2
꾸울,Verb,10,1
꾸준히,Adjective,9,1
꾸준히,Adjective,10,1
꾸중,Noun,1,1
꾸진데만,Verb,1,1
꾹,Noun,10,1
꾿굳,Noun,9,1
꿀,Noun,1,1
꿀,Noun,8,2
꿀,Noun,9,2
꿀,Noun,10,10
꿀밤,Noun,10,1
꿀임,Noun,10,1
꿀잠,Noun,7,1
꿀잼,Noun,8,2
꿀잼,Noun,9,9
꿀잼,Noun,10,71
꿀잼각,Noun,9,1
꿀잼굿잼잼잼곡보,Noun,10,1
꿀잼김꿀잼,Noun,10,1
꿀잼꿀잼,Noun,9,1
꿀잼꿀잼,Noun,10,1
꿀잼꿀잼꿀잼,Noun,10,1
꿀잼꿀잼꿀좸,Noun,9,1
꿀잼빅잼핵잼,Noun,8,1
꿀잼임,Noun,10,5
꿀잼잼잼,Noun,9,1
꿀잼핵꿀잼,Noun,10,1
꿈속,Noun,9,1
뀩잼,Noun,10,1
뀰잼,Noun,10,1
끄는,Verb,1,1
끄는,Verb,7,1
끄는,Verb,10,1
끄덕,Noun,9,1
끄적,Adverb,8,1
끄적,Adverb,9,1
끈,Noun,7,1
끈끈,Noun,9,1
끈끈,Noun,10,1
끈다는게,Verb,5,1
끊고,Verb,10,1
끊기는,Verb,7,1
끊긴,Verb,7,1
끊어지고,Verb,3,1
끊임없는,Adjective,9,1
끌,Noun,7,1
끌렸던,Verb,10,1
끌어,Verb,10,1
끌어내기,Verb,10,1
끌었고,Verb,9,1
끌었던것,Verb,9,1
끌음,Verb,3,1
끔,Verb,1,1
끝,Noun,1,11
끝,Noun,5,4
끝,Noun,6,2
끝,Noun,7,2
끝,Noun,8,9
끝,Noun,9,6
끝,Noun,10,30
끝나,Verb,7,1
끝나고,Verb,1,2
끝나고,Verb,9,3
끝나고,Verb,10,9
끝나고나서,Verb,1,1
끝나냐고,Verb,5,1
끝나네,Verb,1,1
끝나네요,Verb,10,1
끝나는,Verb,1,1
끝나는,Verb,6,1
끝나는,Verb,8,1
끝나는대,Verb,10,1
끝나던데,Verb,8,1
끝나도,Verb,10,1
끝나서,Verb,9,1
끝나자마,Verb,10,1
끝나자마자,Verb,10,1
끝나지,Verb,10,1
끝나지도,Verb,10,1
끝나하고,Verb,1,1
끝난,Verb,7,1
끝난,Verb,8,2
끝난,Verb,10,1
끝난거,Verb,9,1
끝난게,Verb,10,1
끝날,Verb,5,1
끝날,Verb,8,1
끝날,Verb,10,5
끝남,Verb,1,2
끝남,Verb,8,1
끝낫네욬,Noun,5,1
끝났네,Verb,1,1
끝났네요,Verb,9,1
끝났다,Verb,1,1
끝났다,Verb,2,1
끝났다고,Verb,8,1
끝났으면,Verb,1,1
끝내주네,Adjective,10,1
끝내주네요,Adjective,10,2
끝내주는,Adjective,10,1
끝냄,Verb,7,1
끝냈어야,Verb,1,1
끝장,Noun,10,1
끝판,Noun,9,2
끝판,Noun,10,2
끼,Noun,1,2
끼,Noun,6,1
끼들,Adverb,1,1
끼들,Adverb,10,1
끼리,Noun,1,1
끼리,Noun,7,2
끼리,Noun,8,1
끼리,Noun,9,2
끼리,Noun,10,4
끼워,Verb,4,2
끼워,Verb,6,1
끼워,Verb,7,1
끼워,Verb,8,1
끼치게,Verb,10,1
낀,Verb,1,3
낀,Verb,10,1
낌,Noun,9,1
나,Josa,1,4
나,Josa,3,2
나,Josa,4,1
나,Josa,5,3
나,Josa,6,2
나,Josa,7,9
나,Josa,8,10
나,Josa,9,9
나,Josa,10,31
나,Noun,1,9
나,Noun,4,1
나,Noun,5,3
나,Noun,6,6
나,Noun,7,3
나,Noun,8,7
나,Noun,9,8
나,Noun,10,39
나가고,Verb,1,1
나가긴,Verb,1,1
나가냐,Verb,10,1
나가는,Verb,8,1
나가는,Verb,10,3
나가는거지,Verb,1,1
나가는거지,Verb,10,1
나가더군요,Verb,10,1
나가던데,Verb,9,1
나가던데나도,Verb,1,1
나가라는,Verb,10,1
나가면,Verb,10,1
나가서,Verb,5,1
나가세여,Verb,10,1
나가시,Noun,8,1
나가시,Noun,10,2
나가시길,Verb,9,1
나가신,Verb,9,1
나가자,Verb,3,1
나가자고,Verb,1,2
나가지,Verb,10,1
나가지도,Verb,8,1
나가지마,Verb,10,1
나가지말고,Verb,10,1
나간,Verb,1,1
나간,Verb,10,1
나갈,Verb,1,1
나갈,Verb,10,2
나감,Verb,1,2
나감,Verb,4,1
나감,Verb,8,3
나감,Verb,10,6
나갔는데,Verb,10,1
나갔다,Verb,1,2
나갔다,Verb,5,1
나게,Verb,1,1
나게,Verb,8,1
나게,Verb,10,3
나겠거만,Verb,1,1
나고,Verb,8,1
나고,Verb,10,2
나구,Verb,10,1
나냐,Verb,10,1
나네,Verb,1,1
나네,Verb,8,1
나네요,Verb,10,1
나노,Noun,10,1
나누어,Verb,10,1
나눌,Verb,10,1
나눠서,Verb,10,1
나눠진,Verb,6,1
나뉘어,Verb,7,1
나는지,Verb,6,1
나는한,Verb,10,1
나니,Noun,1,1
나니,Noun,8,1
나니,Noun,9,1
나더라,Verb,8,1
나더라고요,Verb,10,2
나도,Verb,1,2
나도,Verb,7,1
나도,Verb,10,1
나돌았던,Verb,10,1
나라,Noun,1,1
나라,Noun,5,2
나라,Noun,7,4
나라,Noun,8,3
나라,Noun,9,1
나라,Noun,10,3
나라,Suffix,10,2
나래,Noun,8,1
나로,Noun,6,1
나로,Noun,7,1
나로,Noun,10,1
나름,Noun,4,1
나름,Noun,6,4
나름,Noun,7,6
나름,Noun,8,11
나름,Noun,9,12
나름,Noun,10,11
나리,Noun,6,1
나머지,Noun,6,1
나머지,Noun,9,1
나머지,Noun,10,2
나머진,Noun,1,1
나면,Verb,8,1
나면,Verb,10,1
나무,Noun,7,1
나무랄,Verb,10,1
나물,Noun,1,1
나빠요,Adjective,10,1
나빳다,Noun,1,1
나쁘게,Adjective,10,1
나쁘지,Adjective,1,1
나쁘지,Adjective,5,1
나쁘지,Adjective,6,1
나쁘지,Adjective,7,2
나쁘지,Adjective,8,3
나쁘지,Adjective,10,1
나쁘지는,Adjective,7,2
나쁘지도,Adjective,5,1
나쁘지도,Adjective,7,1
나쁘지아,Adjective,8,1
나쁘진,Adjective,6,1
나쁘진,Adjective,7,1
나쁘진,Adjective,8,1
나쁘진,Adjective,9,1
나쁜,Adjective,1,2
나쁜,Adjective,7,1
나쁜,Adjective,9,1
나쁜,Adjective,10,2
나쁠거,Adjective,10,1
나사,Noun,10,1
나서,Verb,8,1
나서,Verb,10,4
나서는,Verb,7,1
나서는,Verb,8,1
나서야겠군,Verb,10,1
나소,Noun,1,1
나아,Adverb,10,1
나아요,Verb,1,1
나아진듯,Verb,8,1
나앗던듯,Verb,8,1
나았다,Verb,8,2
나았던,Verb,7,1
나았던듯,Verb,6,1
나았습니다,Verb,9,1
나았습니다,Verb,10,1
나았을듯,Verb,5,1
나았음,Verb,6,1
나았음,Verb,9,1
나았지,Verb,6,1
나열하면서,Adjective,10,1
나영,Noun,10,1
나오,Verb,1,2
나오,Verb,10,1
나오게,Verb,1,1
나오게,Verb,10,2
나오겠져,Verb,10,1
나오겠죠,Verb,8,1
나오겠죠,Verb,10,1
나오겠지,Verb,9,1
나오고,Verb,1,5
나오고,Verb,5,1
나오고,Verb,6,1
나오고,Verb,7,5
나오고,Verb,8,3
나오고,Verb,9,2
나오고,Verb,10,8
나오기,Verb,9,1
나오길,Verb,7,1
나오길,Verb,10,1
나오길래,Verb,10,1
나오나,Verb,10,3
나오나요,Verb,10,1
나오냐,Verb,1,1
나오냐,Verb,10,1
나오냐고,Verb,10,1
나오네,Verb,5,1
나오네여,Verb,10,1
나오네요,Verb,8,2
나오네요,Verb,9,4
나오는,Verb,1,3
나오는,Verb,4,1
나오는,Verb,5,1
나오는,Verb,6,2
나오는,Verb,7,1
나오는,Verb,8,4
나오는,Verb,9,6
나오는,Verb,10,18
나오는가,Verb,10,1
나오는거,Verb,10,1
나오는거나,Verb,10,1
나오는거부터,Verb,1,1
나오는거야,Verb,6,1
나오는거지,Verb,1,1
나오는건,Verb,10,2
나오는것,Verb,7,1
나오는것,Verb,9,1
나오는것도,Verb,7,1
나오는구나,Verb,10,1
나오는데,Verb,1,3
나오는데,Verb,2,1
나오는데,Verb,7,1
나오는데,Verb,10,1
나오는데도,Verb,10,1
나오니,Noun,3,1
나오니,Noun,6,1
나오니,Noun,7,1
나오니,Noun,8,4
나오니,Noun,9,1
나오니,Noun,10,3
나오니까,Verb,8,2
나오니까,Verb,9,1
나오니까,Verb,10,1
나오니깐,Verb,7,1
나오다,Verb,9,1
나오다,Verb,10,1
나오다가,Verb,1,1
나오더군요,Verb,8,1
나오더라도,Verb,10,1
나오던,Verb,9,1
나오던데,Verb,5,1
나오디,Verb,1,1
나오려나,Verb,10,1
나오려나요,Verb,10,1
나오면,Verb,1,1
나오면,Verb,5,1
나오면,Verb,6,1
나오면,Verb,7,1
나오면,Verb,8,1
나오면,Verb,9,2
나오면,Verb,10,8
나오면서,Verb,7,1
나오면서,Verb,8,1
나오면서,Verb,10,2
나오자마자,Verb,8,1
나오자마자,Verb,10,2
나오자말자,Verb,10,1
나오잖아요,Verb,10,1
나오지,Verb,9,1
나오지,Verb,10,2
나오지만,Verb,5,1
나오질안나,Verb,6,1
나온,Verb,1,4
나온,Verb,3,1
나온,Verb,5,1
나온,Verb,6,1
나온,Verb,7,1
나온,Verb,8,3
나온,Verb,9,3
나온,Verb,10,5
나온거,Verb,1,1
나온거,Verb,10,2
나온거냐고,Verb,1,1
나온건,Verb,9,1
나온것,Verb,6,1
나온것,Verb,9,2
나온것,Verb,10,1
나온것도,Verb,8,1
나온게,Verb,1,1
나온게,Verb,6,1
나온게,Verb,10,1
나온다,Verb,5,1
나온다,Verb,7,1
나온다,Verb,9,1
나온다,Verb,10,1
나온다고,Verb,1,2
나온다고,Verb,10,1
나온다는,Verb,6,1
나온다는,Verb,10,2
나온다는건,Verb,10,1
나온다는게,Verb,10,1
나온다는데,Verb,10,1
나온다면,Verb,6,1
나온다면,Verb,9,1
나온다면,Verb,10,1
나온듯,Verb,7,1
나온듯,Verb,10,1
나온은,Verb,8,1
나온지,Verb,10,1
나올,Verb,5,2
나올,Verb,6,1
나올,Verb,7,4
나올,Verb,8,3
나올,Verb,9,5
나올,Verb,10,8
나올거,Verb,8,1
나올것,Verb,8,1
나올것,Verb,9,1
나올것,Verb,10,1
나올까,Verb,10,1
나올까봐,Verb,9,1
나올꺼같이,Verb,8,1
나올듯,Verb,7,2
나올듯,Verb,8,2
나올떄,Noun,10,1
나올려나,Verb,7,1
나올려나,Verb,9,1
나올려나,Verb,10,1
나올수,Verb,7,1
나올수,Verb,10,1
나올줄,Verb,6,1
나올줄,Verb,8,1
나올줄,Verb,9,1
나올지,Verb,8,1
나옴,Verb,1,8
나옴,Verb,2,1
나옴,Verb,3,1
나옴,Verb,5,1
나옴,Verb,6,4
나옴,Verb,7,1
나옴,Verb,8,6
나옴,Verb,9,2
나옴,Verb,10,6
나옵니다,Verb,9,1
나옵니다,Verb,10,3
나와,Verb,1,1
나와,Verb,7,2
나와,Verb,8,2
나와,Verb,9,4
나와라,Noun,8,1
나와라,Noun,9,1
나와라,Noun,10,4
나와랏,Noun,10,1
나와서,Verb,1,8
