형태소,품사,분류,카운트
대사,Noun,3,1
대안,Noun,10,4
대에,Verb,10,1
대요,Noun,10,2
대적,Noun,9,1
대체,Noun,10,2
대치,Noun,9,1
대한,Noun,10,2
대항,Noun,9,1
대형,Noun,10,2
대화,Noun,10,2
댓글,Noun,2,1
댓글,Noun,6,1
댓글알바,Noun,1,1
댓글알바,Noun,2,1
댔네,Verb,10,1
더,Noun,1,2
더,Noun,4,1
더,Noun,6,1
더,Noun,7,3
더,Noun,8,2
더,Noun,9,1
더,Noun,10,17
더나옵니다,Adjective,8,1
더럽게도,Adjective,1,1
더욱,Noun,9,1
더욱,Noun,10,2
더재밋음,Noun,8,1
더하고,Adjective,10,1
덕분,Noun,10,1
던데,Noun,10,1
덜덜,Noun,10,2
덩,Noun,10,1
덩치,Noun,8,1
데,Noun,10,2
데포,Noun,8,1
도,Josa,1,5
도,Josa,2,4
도,Josa,3,1
도,Josa,4,2
도,Josa,7,1
도,Josa,9,7
도,Josa,10,61
도,Noun,1,2
도,Noun,7,1
도,Noun,10,7
도대체,Noun,10,2
도시,Noun,9,1
독점,Noun,10,1
돈,Noun,1,3
돈,Noun,8,4
돈,Noun,10,9
돈값,Noun,10,1
돋게,Verb,10,1
돋는다,Verb,10,1
돋았습니다,Verb,10,1
돋으면서,Verb,10,1
돌아가는,Verb,10,1
돗,Noun,10,1
동,Modifier,10,1
동감,Noun,9,1
동물,Noun,10,1
동심,Noun,10,1
동안,Foreign,10,3
동안,Noun,10,3
돠,Noun,10,1
됐군요,Verb,10,1
됐는데,Verb,10,1
됐다,Verb,8,1
됐던,Verb,10,1
되,Verb,8,1
되게,Adverb,10,1
되고,Verb,1,1
되고,Verb,2,1
되고,Verb,9,1
되고,Verb,10,1
되고싶다고,Verb,10,1
되고요,Verb,10,1
되는,Verb,8,1
되는,Verb,10,2
되는데,Verb,10,1
되는줄,Verb,2,1
되돌리기,Noun,10,1
되어야,Verb,1,1
되었다,Verb,10,1
되지,Verb,1,1
되지,Verb,10,1
되지만,Verb,10,1
된,Verb,9,1
된,Verb,10,2
된게,Verb,9,1
된다,Verb,1,1
된듯,Verb,10,1
될,Verb,9,1
될거,Verb,10,1
됨,Verb,1,2
됨,Verb,4,1
됨,Verb,8,1
됨,Verb,10,2
두,Determiner,10,7
두,Noun,9,1
두,Noun,10,1
둘,Noun,6,1
둘,Noun,10,1
둘다,Verb,10,2
뒤,Noun,9,1
드,Noun,10,1
드는,Verb,10,1
드뎌,Noun,10,2
드디어,Adverb,9,3
드디어,Adverb,10,7
드라마,Noun,10,1
드럼,Noun,1,1
드럼,Noun,2,1
드럼,Noun,10,1
드려용,Verb,10,1
드립니다,Verb,10,1
드문,Adjective,10,1
든,Josa,9,1
든,Verb,1,1
든,Verb,8,2
든,Verb,10,1
든다,Verb,10,1
듣고,Verb,9,1
듣고있음,Verb,10,1
들,Suffix,1,15
들,Suffix,2,6
들,Suffix,3,1
들,Suffix,6,2
들,Suffix,7,5
들,Suffix,8,2
들,Suffix,9,6
들,Suffix,10,35
들,Verb,4,1
들,Verb,10,2
들고,Verb,10,1
들러,Verb,10,1
들어갈,Verb,10,2
들어갈만,Verb,9,1
들어있어요,Verb,10,1
들었고,Verb,10,1
들었고이게,Verb,9,1
들었습니다,Verb,10,1
들었어용,Verb,10,1
들었으며,Verb,10,1
들었음,Verb,7,1
들은,Verb,1,1
들이,Verb,1,1
들이져,Verb,10,1
듯,Noun,1,4
듯,Noun,7,2
듯,Noun,8,2
듯,Noun,9,4
듯,Noun,10,5
등,Noun,8,1
등,Noun,10,4
등대지기,Noun,10,1
등등,Noun,10,1
등장,Noun,1,1
등장인물,Noun,4,1
디,Noun,10,1
디시,Noun,9,1
디시,Noun,10,1
디씨,Noun,1,1
디씨,Noun,8,1
디씨,Noun,9,1
디씨,Noun,10,11
디자인,Noun,6,1
디티,Noun,10,1
따라,Verb,10,1
따라왔,Verb,10,1
따리,Noun,10,1
따위,Noun,10,1
따지는,Verb,9,1
딱,Adverb,1,1
딱,Adverb,9,1
딱,Adverb,10,1
딴,Verb,10,1
때,Noun,6,1
때,Noun,7,2
때,Noun,8,1
때,Noun,9,1
때,Noun,10,12
때려,Verb,1,1
때매,Noun,10,1
때문,Noun,8,1
때문,Noun,9,1
때문,Noun,10,4
때우기는,Verb,1,1
땐,Noun,2,1
땐,Noun,10,1
떠나서,Verb,10,1
떡,Noun,3,2
떡,Noun,7,1
떡칠,Noun,9,1
떨어뜨릴수,Verb,10,1
떨어져서,Verb,6,1
떨어진,Verb,10,1
떼,Noun,9,1
뗄,Verb,10,1
뗄수가,Verb,10,1
뗌,Verb,10,1
또,Noun,1,1
또,Noun,2,1
또,Noun,10,9
또한,Modifier,10,1
또한,Noun,8,1
똥,Noun,1,1
똥,Noun,8,1
뛰게,Verb,9,1
뛰어난,Adjective,10,1
뛰어넘는,Verb,10,1
뜬금,Noun,1,1
뜬금없이,Adverb,2,1
띵곡들,Noun,10,1
띵작,Noun,10,1
라,Josa,10,4
라고,Josa,10,6
라곤,Josa,9,1
라는,Josa,10,3
라니,Josa,10,1
라도,Josa,10,1
라면,Noun,9,1
라면,Noun,10,1
라서,Noun,10,2
란티스,Noun,10,1
랄,Noun,10,1
랏,Noun,10,1
랑,Josa,1,3
랑,Josa,4,1
랑,Josa,10,2
래,Josa,2,1
래,Josa,8,1
래,Josa,10,1
러닝,Noun,7,1
러닝,Noun,10,1
러알바,Noun,10,1
런가,Noun,6,1
렇,Noun,10,1
레디,Noun,10,1
레시피,Noun,1,1
레알,Noun,10,1
레인,Noun,6,1
레인,Noun,7,1
력,Suffix,7,1
력,Suffix,9,1
로,Josa,1,3
로,Josa,2,3
로,Josa,3,1
로,Josa,8,2
로,Josa,9,4
로,Josa,10,28
로,Noun,8,2
로,Noun,9,1
로,Noun,10,10
로남불,Noun,7,1
로마,Noun,10,1
로만,Noun,7,1
로만,Noun,9,1
로망,Noun,10,1
로맨스,Noun,4,1
로보트,Noun,2,1
로움,Noun,10,1
롤,Noun,10,1
롯,Noun,10,1
루,Noun,1,1
르,Noun,1,1
르던,Noun,9,1
를,Josa,1,1
를,Josa,2,1
를,Josa,3,1
를,Josa,5,1
를,Josa,7,1
를,Josa,8,1
를,Josa,9,1
를,Josa,10,24
를,Noun,8,1
를,Noun,9,1
를,Noun,10,6
리그,Noun,9,1
리그,Noun,10,5
리뷰,Noun,10,1
리븁니,Noun,1,1
리얼,Noun,1,1
리얼,Noun,6,1
리얼,Noun,10,2
리즈,Noun,1,1
리즈,Noun,10,1
리지,Noun,10,1
린,Noun,6,1
린다,Noun,10,1
마가,Noun,9,1
마다,Josa,7,1
마다,Josa,8,1
마다,Josa,10,1
마더,Noun,10,1
마동석,Noun,10,1
마무리,Noun,3,1
마불,Noun,10,1
마블,Noun,4,2
마블,Noun,7,1
마블,Noun,8,1
마블,Noun,9,4
마블,Noun,10,25
마블빠,Noun,9,1
마세요,Verb,10,1
마스터,Noun,8,1
마약,Noun,1,1
마약,Noun,6,1
마약,Noun,8,1
마약,Noun,10,11
마음,Noun,10,4
마저,Josa,10,1
마저도,Josa,1,1
마지막,Noun,9,1
마지막,Noun,10,3
마초,Noun,10,1
마치,Noun,10,1
막,Noun,1,2
막,Noun,7,1
막바지,Noun,10,1
막판,Noun,6,1
만,Josa,1,1
만,Josa,2,1
만,Josa,4,3
만,Josa,7,3
만,Josa,8,3
만,Josa,10,6
만,Noun,1,1
만,Noun,8,1
만,Noun,9,2
만,Noun,10,4
만,Suffix,7,1
만,Suffix,10,4
만나,Verb,9,1
만나다니,Verb,10,1
만나서,Verb,8,1
만난,Noun,7,1
만두,Noun,3,1
만드는,Verb,10,1
만드는것도,Verb,2,1
만든,Verb,9,1
만든,Verb,10,1
만든거,Verb,9,1
만든거,Verb,10,1
만든것,Verb,10,3
만든듯,Verb,9,1
만들,Verb,10,1
만들다니,Verb,7,1
만들수있,Verb,10,1
만들어내지,Verb,10,1
만들어내진,Verb,7,1
만들어줘,Verb,7,1
만들어진,Verb,10,1
만들었,Verb,9,1
만들었네,Verb,9,1
만들었다,Verb,7,1
만들었다,Verb,10,3
만들었어야지,Verb,10,1
만들었어요,Verb,10,1
만들었으니,Verb,9,1
만들었음,Verb,10,2
만듦,Verb,10,1
만원,Noun,10,1
만으로,Josa,10,1
만으로도,Josa,10,2
만은,Josa,2,1
만의,Josa,9,1
만이,Noun,10,2
만점,Noun,10,2
만족,Noun,10,1
만족하구요,Adjective,10,1
만큼,Josa,10,3
만큼,Noun,9,1
만큼,Noun,10,2
만큼은,Josa,7,1
만큼은,Josa,10,1
만타,Noun,2,2
만하,Noun,10,1
만화,Noun,1,2
만회,Noun,10,2
많고,Adjective,8,1
많고,Adjective,10,5
많구나,Adjective,10,1
많네요,Adjective,9,1
많네요,Adjective,10,1
많아,Adjective,8,1
많아서,Adjective,10,3
많은,Adjective,2,1
많은,Adjective,9,2
많은데,Adjective,9,1
많음,Adjective,7,1
많음,Adjective,8,1
많이,Adverb,1,2
많이,Adverb,7,2
많이,Adverb,8,1
많이,Adverb,10,1
많지만,Adjective,6,1
말,Noun,1,1
말,Noun,9,1
말,Noun,10,7
말고,Josa,10,1
말곤,Verb,10,1
말아먹어서,Verb,10,1
맘,Noun,10,1
맛,Noun,1,1
망,Noun,10,1
망작,Noun,1,1
맞게,Verb,1,1
맞서긴,Verb,10,1
맞아,Verb,10,1
맞지만,Verb,10,1
맞추기,Verb,6,1
맞춘,Verb,2,1
맡기,Verb,10,1
맡아줘서,Verb,10,1
매니아,Noun,4,1
매력,Noun,7,3
매력,Noun,10,6
매우,Noun,8,1
매우,Noun,10,2
매혹,Noun,10,1
맥,Noun,10,4
맨,Modifier,10,3
맨,Noun,1,2
맨,Noun,2,2
맨,Noun,3,2
맨,Noun,6,2
맨,Noun,7,3
맨,Noun,8,6
맨,Noun,9,5
맨,Noun,10,46
맨몸,Noun,10,2
맨오브스틸,Noun,10,3
맨유,Noun,10,1
맨인줄,Verb,10,1
맴,Noun,10,1
머,Noun,10,1
머리,Noun,2,1
머리,Noun,8,1
머리,Noun,10,3
머리카락,Noun,10,1
먹고사는,Verb,1,1
먹는데만,Verb,2,1
먹어,Verb,10,1
먹으면서,Verb,10,1
먹은,Verb,6,1
먹음,Noun,7,1
먼,Adjective,1,1
먼,Adjective,10,4
먼도,Adjective,10,1
멋,Noun,10,1
멋있게,Adjective,9,1
멋있고,Adjective,9,1
멋있긴,Adjective,6,1
멋있어,Adjective,10,1
멋있어서,Adjective,6,1
멋있었네요,Adjective,10,1
멋있잖아,Adjective,10,1
멋져,Adjective,10,1
멋지게,Adjective,10,2
멋지고,Adjective,4,1
멋지고,Adjective,9,1
멋지고,Adjective,10,3
멋진,Adjective,8,1
멋진,Adjective,10,1
멋짐,Adjective,9,1
멋짐,Adjective,10,5
멋짐이,Adjective,10,1
메,Noun,10,1
메라,Noun,8,2
메라,Noun,10,16
메타,Noun,10,1
멘,Verb,10,1
멘타리,Noun,10,1
며,Josa,1,1
면,Josa,8,1
면,Josa,9,1
면,Josa,10,9
면,Noun,9,1
면서,Noun,10,1
명,Noun,4,2
명,Noun,10,1
명작,Noun,10,1
몇,Modifier,7,1
몇,Modifier,10,1
몇몇,Noun,1,1
모두,Noun,8,1
모두,Noun,9,1
모두,Noun,10,2
모든,Modifier,1,1
모든,Modifier,9,2
모든,Modifier,10,1
모든,Noun,10,3
모르게,Verb,9,1
모르겠고,Verb,10,1
모르겠다,Verb,3,1
모르고,Verb,9,1
모르고,Verb,10,6
모른다,Verb,10,1
모름,Noun,10,1
모모,Modifier,10,2
모모,Noun,8,1
모모,Noun,10,6
모바일,Noun,3,1
모션,Noun,1,1
모습,Noun,10,3
모자라도,Verb,10,1
모험,Noun,9,1
목말,Noun,10,1
몰라도,Verb,9,1
몰라도,Verb,10,1
몰랐네요,Verb,8,1
몰랐네요,Verb,10,1
몰랐다,Verb,10,1
몰랐어요,Verb,10,1
몰랐음,Verb,10,1
몰아치네요,Verb,8,1
몰아치는,Verb,10,1
몰입,Noun,4,1
몰입,Noun,10,2
몸,Noun,8,1
몸,Noun,10,3
몸매,Noun,8,1
몸매,Noun,10,2
못,Noun,6,1
못,Noun,10,3
못,VerbPrefix,7,2
못,VerbPrefix,8,1
못,VerbPrefix,9,2
못,VerbPrefix,10,7
못만듬,Noun,10,1
못자고,Verb,10,1
묘미,Noun,10,1
무기,Noun,1,1
무기,Noun,9,1
무리,Noun,10,1
무립니다,Adjective,10,1
무브,Noun,1,1
무비,Noun,7,1
무비,Noun,10,2
무서워,Adjective,1,1
무슨,Modifier,4,1
무슨,Noun,1,1
무슨,Noun,2,1
무슨,Noun,10,1
무시,Noun,10,1
무언가,Noun,1,1
무자비한,Adjective,10,1
무재,Noun,10,3
문,Noun,10,1
문어,Noun,1,1
문어,Noun,7,1
문어,Noun,10,1
문제,Noun,1,1
문제,Noun,9,1
물,Noun,1,3
물,Noun,4,1
물,Noun,7,1
물,Noun,9,2
물,Noun,10,14
물건,Noun,1,1
물고기,Noun,1,1
물고기,Noun,2,1
물고기,Noun,3,1
물고기,Noun,10,2
물론,Adverb,10,1
물맨붐,Noun,10,2
물방울,Noun,10,1
물속,Noun,1,1
물속,Noun,3,1
물속,Noun,10,2
물의,Noun,10,2
물이,Noun,9,1
물이였다,Verb,10,1
뭉치,Noun,10,1
뭐,Noun,1,1
뭐,Noun,10,5
뭐볼,Noun,10,1
뭔,Modifier,1,2
뭔가,Noun,7,2
뭔가,Noun,8,1
뭔가,Noun,10,2
뭘,Noun,1,1
뭘,Noun,4,1
뭘,Noun,10,1
미,Adjective,10,1
미가,Noun,2,1
미가,Noun,8,2
미가,Noun,10,5
미국,Noun,10,1
미나,Noun,10,1
미녀,Noun,10,1
미덕,Noun,10,1
미도,Noun,10,4
미래,Noun,1,1
미래,Noun,2,1
미만,Noun,1,3
미모,Noun,10,4
미안해,Adjective,1,1
미안해지네,Adjective,10,1
미약,Noun,10,1
미역,Noun,10,1
미쳐,Adjective,4,1
미쳤냐,Adjective,1,1
미쳤다,Adjective,10,2
미친,Adjective,10,2
미침,Adjective,10,1
믿고,Verb,8,1
믿고,Verb,10,2
믿고거,Verb,9,1
믿을거,Verb,2,1
밀어,Verb,10,1
밋,Noun,10,1
밋다완전재밋다,Noun,10,1
밋엇,Noun,10,2
밑,Noun,10,1
바,Noun,1,2
바,Noun,8,2
바,Noun,10,4
바다,Noun,1,1
바다,Noun,3,1
바다,Noun,8,1
바다,Noun,9,2
바다,Noun,10,11
바다로,Noun,10,1
바로,Noun,10,1
바이,Noun,3,1
박,Noun,10,1
박수,Noun,10,4
박이상,Noun,8,1
박진,Noun,10,2
밖,Noun,1,1
밖에,Josa,7,1
밖에,Josa,10,2
반,Modifier,1,1
반,Modifier,10,1
반격,Noun,9,1
반등,Noun,8,1
반지의제왕,Noun,8,1
반함,Noun,10,1
반환,Noun,10,1
받아서,Verb,10,1
받은,Verb,10,1
받을,Verb,10,1
받음,Verb,7,1
발견,Noun,10,1
발라,Noun,10,1
발생,Noun,9,1
발연기,Noun,10,1
밝아서,Verb,10,1
밥,Noun,10,1
방금,Noun,10,1
방대한,Adjective,10,1
배,Foreign,10,1
배,Noun,9,1
배경,Noun,3,1
배경,Noun,10,4
배경음악,Noun,3,1
배는,Verb,1,1
배대슈,Noun,10,2
배씬,Noun,10,1
배우,Noun,2,1
배우,Noun,8,1
배우,Noun,9,2
배우,Noun,10,9
배우는,Verb,8,1
배트맨,Noun,10,3
백배,Noun,10,1
백터,Noun,1,1
버리고,Verb,8,1
버리네,Verb,10,1
버리는줄,Verb,4,1
버린,Verb,8,1
버릴,Verb,10,1
버전,Noun,1,1
버전,Noun,9,1
버젼,Noun,2,1
버젼,Noun,7,1
번,Noun,7,1
번,Noun,9,1
번,Noun,10,9
번영,Noun,10,1
번째,Suffix,10,2
벌,Noun,4,1
벌리게,Verb,10,1
벌써,Noun,10,1
범블비,Noun,7,1
법,Noun,1,1
벗,Noun,7,1
벗어났네,Verb,9,1
베스트,Noun,6,1
베트맨,Noun,10,1
벡터맨,Noun,1,1
별,Modifier,1,1
별,Modifier,10,1
별,Noun,10,2
별로,Noun,1,1
별로,Noun,6,1
별로,Noun,7,1
별로,Noun,10,1
병기,Noun,2,1
보게,Verb,10,1
보게하려고,Verb,10,1
보겠다,Verb,1,1
보고,Noun,1,2
보고,Noun,10,20
보고나서,Verb,10,1
보고싶네요,Verb,10,2
보고싶단,Verb,10,1
보고싶습니다,Verb,10,1
보고싶어요,Verb,10,2
보고싶어용,Verb,10,1
보고싶었는데,Verb,10,1
보고오세요,Verb,10,1
보고왔습니다,Verb,10,1
보고왔어요,Verb,10,1
보고왔지만,Verb,10,1
보기,Noun,2,1
보기,Noun,8,1
보기,Noun,10,4
보긴,Verb,1,1
보긴,Verb,10,1
보길,Verb,10,1
보나마나,Noun,1,1
보냐,Verb,10,1
보네,Verb,10,1
보는,Verb,1,4
보는,Verb,3,2
보는,Verb,8,1
보는,Verb,10,8
보는거야,Verb,10,1
보는것,Verb,3,1
보는것보다,Verb,10,1
보는내내,Verb,1,1
보는데,Verb,2,1
보는데,Verb,10,3
보는듯,Verb,10,1
보는줄,Verb,2,1
보는줄,Verb,7,2
보는줄,Verb,10,1
보니,Verb,3,1
보니,Verb,9,1
보다,Josa,1,3
보다,Josa,2,1
보다,Josa,3,1
보다,Josa,8,3
보다,Josa,9,2
보다,Josa,10,17
보다,Verb,3,1
보다,Verb,8,1
보다,Verb,9,1
보다,Verb,10,3
보다가,Verb,1,2
보다가,Verb,2,1
보다가,Verb,4,1
보다가,Verb,10,1
보다는,Josa,10,2
보다도,Josa,4,1
보다도,Josa,10,1
보단,Josa,7,1
보단,Josa,9,1
보단,Josa,10,1
보던,Verb,6,1
보라,Noun,10,1
보러,Verb,8,1
보러,Verb,10,3
보러가,Verb,10,1
보러가기로,Verb,10,1
보러가는건만,Verb,10,1
보러가라,Verb,10,1
보러가자,Verb,10,3
보려면,Verb,10,1
보면,Verb,7,1
보면,Verb,10,5
보면서,Verb,6,1
보면서,Verb,9,1
보면서,Verb,10,2
보세여,Verb,10,1
보세요,Verb,1,2
보세요,Verb,3,1
보세요,Verb,9,1
보세요,Verb,10,11
보셈,Verb,10,1
보셔도,Verb,7,1
보셨던,Verb,7,1
보스,Noun,8,1
보시,Noun,10,3
보시길,Verb,10,3
보았는데,Verb,10,1
보았어요,Verb,10,1
보여주는,Verb,10,1
보여주었다고,Verb,10,1
보여준,Verb,10,1
보여준것,Verb,10,1
보여준다,Verb,10,1
보여줌,Verb,10,1
보이기,Verb,10,1
보이는데,Verb,7,1
보인다,Verb,10,1
보인다는,Verb,7,1
보임,Noun,4,1
보임,Noun,10,1
보자,Verb,10,1
보지,Noun,10,1
보지마,Verb,1,1
복,Noun,10,1
복장,Noun,10,1
본,Modifier,8,1
본,Modifier,10,2
본,Verb,8,1
본,Verb,9,1
본,Verb,10,14
본것이,Verb,10,1
본게,Verb,10,1
본다,Verb,1,1
본다,Verb,4,1
본다,Verb,9,1
본다,Verb,10,1
본다면,Verb,10,1
본듯,Verb,10,1
본을,Verb,10,1
본적,Noun,10,1
볼,Noun,1,1
볼,Noun,2,1
볼,Noun,7,3
볼,Noun,8,4
볼,Noun,9,1
볼,Noun,10,9
볼,Verb,8,1
볼,Verb,10,1
볼거,Verb,6,1
볼거리,Noun,8,3
볼거리,Noun,9,3
볼거리,Noun,10,14
볼거면,Verb,10,1
볼거예요,Verb,10,1
볼것이,Verb,10,1
볼꺼,Verb,10,1
볼듯,Verb,10,2
볼때,Noun,10,2
볼려고,Verb,10,1
볼수있어서,Verb,10,2
볼수있음,Verb,7,1
볼수있음,Verb,10,1
봄,Noun,3,1
봄,Noun,6,1
봄,Noun,7,1
봄,Noun,8,2
봄,Noun,10,4
봄,Verb,10,2
봅니다,Verb,1,1
봅니다,Verb,2,1
봅니다,Verb,8,1
봅니다,Verb,10,1
봐,Verb,7,2
봐,Verb,9,1
봐,Verb,10,9
봐도,Verb,10,2
봐라,Verb,10,2
봐서,Verb,9,1
봐서,Verb,10,4
봐야,Verb,8,1
봐야,Verb,10,2
봐야겠어요,Verb,10,1
봐야지,Verb,10,1
봐주세요,Verb,10,1
봐줄만,Verb,8,1
봣,Noun,2,1
봣는데,Noun,10,1
봤,Verb,10,1
봤네요,Verb,10,4
봤는데,Verb,1,2
봤는데,Verb,4,1
봤는데,Verb,8,1
봤는데,Verb,10,18
봤다,Verb,10,4
봤다가,Verb,10,1
봤던,Verb,10,1
봤습니다,Verb,4,1
봤습니다,Verb,9,3
봤습니다,Verb,10,9
봤어요,Verb,10,9
봤어용,Verb,10,1
봤을,Verb,10,2
봤음,Verb,9,1
봤음,Verb,10,2
봤지,Verb,10,1
봤지만,Verb,9,1
봤지만,Verb,10,2
부럽,Adjective,10,1
부령,Noun,10,1
부로,Noun,9,1
부분,Noun,4,1
부분,Noun,8,2
부분,Noun,10,5
부의,Noun,10,1
부인,Noun,10,1
부자,Noun,10,1
부족,Noun,6,1
부족한,Adjective,6,1
부족한,Adjective,9,1
부족한,Adjective,10,2
부족한데,Adjective,4,1
부천,Noun,10,1
부터,Josa,9,1
부터,Josa,10,5
부활,Noun,9,1
부활,Noun,10,4
북,Noun,7,1
북,Noun,10,1
분,Noun,7,1
분,Noun,10,3
분,Suffix,7,1
분노,Noun,9,1
분들,Suffix,9,1
분들,Suffix,10,1
분만,Noun,1,1
분발,Noun,8,1
분위기,Noun,9,1
불구,Noun,9,1
불러오고,Verb,2,1
불러일으키,Verb,10,1
불편했다,Adjective,1,1
붐,Noun,10,2
브금,Noun,7,2
블랙,Noun,1,1
블랙,Noun,2,2
블랙,Noun,8,1
블랙,Noun,10,2
블럭버스터,Noun,9,1
비,Noun,9,1
비,Noun,10,1
비교,Noun,10,2
비례,Noun,10,1
비록,Noun,10,1
비슷,Noun,9,1
비슷하거나,Adjective,8,1
비슷한,Adjective,2,1
비슷한,Adjective,10,1
비슷합니다,Adjective,9,1
비용,Noun,2,2
비주,Noun,1,1
비주,Noun,9,2
비주,Noun,10,8
비쥬,Noun,9,2
비쥬,Noun,10,4
비추,Verb,1,1
비추,Verb,9,1
비추,Verb,10,2
비추에,Verb,10,1
비해,Verb,10,1
비현실적,Noun,10,1
빌런,Noun,1,1
빌런,Noun,6,1
빌런,Noun,7,1
빛,Noun,1,1
빠,Noun,10,1
빠는,Verb,10,1
빠른,Adjective,6,1
빠른듯,Adjective,7,1
빠질게,Verb,10,2
빡치네,Adjective,1,1
빨,Noun,8,1
빨간,Adjective,8,1
빨간,Adjective,10,2
빨라지면서,Adjective,9,1
빨리,Adverb,10,2
빵터짐,Adjective,7,1
빼고,Verb,1,1
빼야하는지,Verb,10,1
빼어난,Adjective,10,1
뻔,Noun,1,1
뻔,Noun,2,1
뻔,Noun,10,2
뻔하고,Adjective,1,1
뻔하고,Adjective,6,1
뻔하고,Adjective,8,1
뻔하고,Adjective,10,1
뻔하지,Adjective,1,1
뻔하지도,Adjective,10,1
뻔하지만,Adjective,9,1
뻔하지만,Adjective,10,3
뻔한,Adjective,6,2
뻔한,Adjective,8,3
뻔한,Adjective,10,4
뻔한거야,Adjective,10,1
뻔함,Adjective,1,1
뻔함,Adjective,10,1
뻔해서,Adjective,4,1
뻔했다,Adjective,10,1
뻔했지만,Adjective,9,1
뻔히,Adjective,4,1
뽑아,Verb,9,1
뽑아,Verb,10,1
뽑아내셨다,Verb,10,1
뽑아주면,Verb,10,1
뽑을꺼다,Verb,10,1
뽑자면,Verb,10,1
뽕짝,Noun,10,1
사가고,Verb,10,1
사라있,Verb,10,1
사람,Noun,1,2
사람,Noun,2,1
사람,Noun,10,13
사랑,Noun,10,3
사막,Noun,2,1
사모아,Noun,10,1
사실,Noun,10,1
사운드,Noun,10,1
사이보그,Noun,10,1
사전,Noun,10,1
사주기라도,Verb,10,1
사치스럽도록,Adjective,10,1
산만하고,Adjective,1,1
살,Noun,10,1
살려,Verb,1,2
살려,Verb,10,1
살려줘서,Verb,10,1
살렸구나,Verb,10,1
살리긴,Verb,1,1
살리네요,Verb,10,1
살리는군요,Verb,10,1
살리다,Verb,8,1
살리셨다,Verb,10,1
살면서,Verb,10,1
살아난다,Verb,10,2
살짝,Noun,9,1
살짝,Noun,10,3
삼,Noun,1,1
삼지창,Noun,6,2
삼지창,Noun,7,2
삼지창,Noun,8,1
삼지창,Noun,9,1
삼지창,Noun,10,1
삼천배,Noun,10,1
상,Noun,10,1
상,Suffix,3,1
상,Suffix,7,1
상,Suffix,10,1
상남자,Noun,10,1
상당히,Adjective,7,1
상당히,Adjective,9,1
상당히,Adjective,10,1
상미,Noun,1,1
상미,Noun,3,2
상미,Noun,4,1
상미,Noun,6,3
상미,Noun,7,3
상미,Noun,8,1
상미,Noun,9,3
상미,Noun,10,29
상상,Noun,10,4
상상력,Noun,10,1
상어,Noun,2,1
상업,Noun,10,1
상영,Noun,10,2
상위,Noun,9,1
상전,Noun,10,1
상처,Noun,10,1
상황,Noun,7,1
새,Modifier,10,1
새,Noun,10,1
새로운,Adjective,8,1
새로운,Adjective,9,2
새로운,Adjective,10,4
색감,Noun,10,2
색기,Noun,10,1
색깔,Noun,9,1
색깔냇는,Noun,10,1
색칠,Noun,10,1
생,Noun,2,1
생각,Noun,1,2
생각,Noun,2,1
생각,Noun,8,1
생각,Noun,9,2
생각,Noun,10,19
생각난다,Verb,8,1
생각날,Verb,10,1
생각남,Verb,9,1
생각남,Verb,10,1
생선,Noun,1,1
생선,Noun,10,1
생전,Noun,10,1
샷,Noun,10,1
서,Josa,3,1
서,Josa,10,2
서글서글하고,Adjective,10,1
서는,Verb,10,1
서랑,Verb,10,1
서사,Noun,10,1
서양인,Noun,10,1
섞어놓은,Verb,1,1
섞였어요,Verb,1,1
선,Noun,7,1
선,Noun,8,1
선똥,Noun,10,1
선명한,Adjective,10,1
선물,Noun,9,2
선물,Noun,10,1
선방,Noun,10,2
선택,Noun,8,1
설명,Noun,4,1
설명,Noun,6,1
설명,Noun,9,1
설명,Noun,10,1
설정,Noun,9,2
성,Suffix,1,3
성,Suffix,4,1
성,Suffix,6,1
성,Suffix,7,2
성,Suffix,9,2
성,Suffix,10,1
성공,Noun,8,1
성공했다,Adjective,10,1
성도,Noun,4,2
성도,Noun,10,1
성미,Noun,10,1
성인,Noun,2,1
성하,Noun,9,1
성하고,Adjective,8,1
성하기,Adjective,8,1
성했고,Adjective,10,1
세,Noun,1,3
세계,Noun,10,3
세련됨을,Adjective,7,1
세번,Noun,10,1
세상,Noun,9,3
세상,Noun,10,3
세심,Noun,10,1
세트,Noun,9,2
섹시하,Adjective,10,1
섹시하고,Adjective,10,1
셈,Noun,2,1
소름,Noun,10,4
소리,Noun,10,1
소스,Noun,10,1
소통,Noun,10,1
소풍,Noun,10,1
소화,Noun,9,1
속,Modifier,2,2
속,Modifier,10,3
속,Noun,1,2
속,Noun,3,1
속,Noun,8,2
속,Noun,9,2
속,Noun,10,6
속편,Noun,10,2
손발,Noun,1,1
손발,Noun,6,1
손발,Noun,7,2
솔,Noun,2,1
솔직하게,Adjective,10,1
솔직히,Adjective,2,2
솔직히,Adjective,3,1
솔직히,Adjective,4,1
솔직히,Adjective,6,1
솔직히,Adjective,10,10
수,Modifier,8,1
수,Modifier,10,1
수,Noun,10,4
수가,Noun,7,1
수뇌부,Noun,10,1
수록,Noun,9,1
수많은,Adjective,10,1
수없이,Adverb,9,1
수작,Noun,10,1
수정,Noun,7,1
수족관,Noun,6,1
수족관,Noun,10,4
수준,Noun,1,2
수준,Noun,6,1
수준,Noun,8,1
수준,Noun,10,1
수중,Noun,10,1
수중씬,Noun,10,1
수혜자,Noun,7,1
순간,Noun,10,1
