형태소,품사,분류,카운트
나오는지,Verb,10,1
나오니깐,Verb,10,1
나오더군요,Verb,4,1
나오면,Verb,7,1
나온,Verb,8,2
나온,Verb,10,1
나온거,Verb,10,1
나온거냐,Verb,1,1
나온것,Verb,10,1
나온게,Verb,7,1
나온다,Verb,1,1
나온다,Verb,4,1
나온다,Verb,7,1
나온다,Verb,10,1
나온다고하길래,Verb,9,1
나온다면,Verb,1,1
나온다면,Verb,10,1
나온듯,Verb,7,1
나올,Verb,1,2
나올,Verb,7,1
나올,Verb,8,1
나올,Verb,10,1
나옴,Verb,1,2
나옴,Verb,6,1
나옴,Verb,7,1
나와,Verb,10,1
나와라,Noun,7,1
나와서,Verb,1,1
나와서,Verb,6,1
나와야지,Verb,10,1
나와요,Verb,8,1
나와요,Verb,10,1
나왓는데,Noun,4,1
나왔네,Verb,9,1
나왔네요,Verb,8,1
나왔다,Verb,1,1
나왔다,Verb,2,1
나왔다면,Verb,5,1
나왔다면,Verb,10,1
나왔더라면,Verb,7,1
나왔어야,Verb,7,1
나왔으면,Verb,10,2
나요,Eomi,8,1
나은,Noun,1,1
나을,Verb,1,1
나을듯,Verb,4,2
나을듯,Verb,7,1
나음,Verb,10,1
나이,Noun,4,1
나이트,Noun,1,1
나중,Noun,7,1
나중,Noun,10,1
나지,Verb,7,1
난,Josa,1,1
난,Josa,5,1
난,Josa,10,1
난,Noun,5,2
난,Noun,7,2
난,Noun,9,1
난,Noun,10,2
난국,Noun,1,1
난다는게,Verb,10,1
난리칠라,Verb,6,1
난잡하기만,Adjective,1,1
난투,Noun,1,3
날려,Verb,1,1
날려,Verb,6,1
날리고,Verb,10,1
날씬,Noun,7,1
남,Noun,1,1
남기는데,Verb,10,1
남깁니다,Verb,1,1
남는,Verb,8,1
남았습니다,Verb,10,1
남은,Verb,1,1
납니다,Verb,1,1
납득,Noun,5,1
낫,Noun,1,1
낫,Noun,8,2
낫네요,Verb,9,1
났다,Verb,9,1
났습니다,Verb,10,1
낭비,Noun,1,2
낭비한것,Adjective,1,1
낮은데,Adjective,5,1
내,Determiner,8,1
내,Noun,1,6
내,Noun,4,1
내,Noun,5,2
내,Noun,6,2
내,Noun,10,1
내기,Noun,4,1
내꺼야,Verb,10,1
내내,Noun,5,1
내내,Noun,10,1
내놓고,Verb,1,1
내놔,Verb,1,1
내용,Noun,1,2
내용,Noun,4,1
내용,Noun,5,2
내용,Noun,6,1
내용,Noun,7,2
내용,Noun,8,1
내용,Noun,9,2
내용,Noun,10,1
낸,Verb,8,1
낸답시고,Verb,1,1
낼,Noun,8,1
냈건만,Verb,1,1
냈다면,Verb,7,1
냈었다면,Verb,7,1
냉,Noun,10,1
냐,Josa,1,4
냐,Josa,7,3
냐,Josa,10,2
냥,Josa,1,1
냥,Josa,8,1
너,Modifier,7,1
너,Noun,5,1
너,Noun,7,1
너넨,Noun,1,1
너무,Adverb,1,15
너무,Adverb,2,3
너무,Adverb,3,2
너무,Adverb,4,2
너무,Adverb,5,14
너무,Adverb,6,8
너무,Adverb,7,14
너무,Adverb,8,11
너무,Adverb,9,1
너무,Adverb,10,9
너무나,Adverb,1,1
너무나,Adverb,7,1
너무나도,Adverb,1,1
너무나도,Adverb,4,1
너무도,Adverb,7,1
너무하다,Adjective,1,1
너무하잖아,Adjective,1,1
너무한,Adjective,7,1
너무했는지,Adjective,7,1
너프,Noun,4,1
너프,Noun,8,1
너프,Noun,10,1
널촟,Noun,10,1
넘,Verb,7,2
넘,Verb,10,2
넘겨라,Verb,1,1
넘길,Verb,4,1
넘나,Verb,4,1
넘나,Verb,5,1
넘나,Verb,10,1
넘는,Verb,1,1
넘사벽,Noun,1,1
넘사벽,Noun,10,1
넘어진,Verb,1,1
넘이,Verb,1,1
넘지,Verb,5,1
넣냐,Verb,1,1
넣어,Verb,1,1
넣어놨냐,Verb,6,1
넣었는데,Verb,6,1
넣은,Verb,1,1
네,Determiner,3,1
네,Determiner,6,1
네,Josa,1,2
네,Josa,4,3
네,Josa,5,2
네,Josa,7,1
네,Josa,10,1
네,Noun,8,1
네,Noun,10,1
네,Suffix,1,1
네,Suffix,6,1
네,Suffix,9,1
네티즌,Noun,5,1
넼,Noun,1,1
녀석,Noun,7,1
녀석,Noun,10,1
노,Noun,5,1
노다나,Verb,8,1
노답,Noun,6,1
노래,Noun,1,2
노래,Noun,10,1
노력,Noun,8,1
노렸겠지만,Verb,5,1
노어이,Noun,1,1
노잼,Noun,1,8
노잼,Noun,2,1
노잼,Noun,5,1
노잼,Noun,6,1
노잼,Noun,8,1
노컷,Noun,8,1
논란,Noun,2,1
놀란,Noun,1,1
놈,Noun,1,2
놈,Noun,6,1
놈,Noun,7,1
놈,Noun,10,4
농담,Noun,1,1
높아졌다,Verb,2,1
높아진,Verb,6,1
높음,Adjective,8,1
놓는다면,Verb,9,1
놓은,Verb,10,1
놓치지,Verb,3,1
놔,Verb,5,1
놔두고,Verb,6,1
놔두지,Verb,10,1
놔서,Verb,2,1
놔서,Verb,8,2
놨다,Noun,1,1
누가,Noun,1,3
누가,Noun,7,1
눈,Noun,1,1
눈,Noun,2,1
눈,Noun,6,2
눈,Noun,8,1
눈,Noun,10,1
눈데,Noun,9,1
눈물,Noun,1,1
눈물,Noun,8,1
눈뽕빔,Noun,6,1
눈요기,Noun,9,1
뉘,Noun,3,1
느금마사,Noun,6,1
느껴지는,Verb,6,1
느껴지다만,Verb,7,1
느껴질,Verb,8,1
느껴짐,Verb,1,1
느껴집니다,Verb,10,1
느끼게,Verb,1,1
느낀,Verb,2,2
느낀,Verb,10,1
느낌,Noun,1,2
느낌,Noun,3,1
느낌,Noun,5,3
느낌,Noun,6,2
느낌,Noun,7,9
느낌,Noun,8,4
느낌,Noun,9,2
느낌,Noun,10,1
느리면,Adjective,1,1
는,Josa,1,30
는,Josa,2,4
는,Josa,3,3
는,Josa,4,4
는,Josa,5,4
는,Josa,6,11
는,Josa,7,14
는,Josa,8,5
는,Josa,9,8
는,Josa,10,18
는,Verb,1,5
는,Verb,2,3
는,Verb,4,1
는,Verb,5,1
는,Verb,6,2
는,Verb,7,3
는,Verb,10,5
는걸,Noun,6,1
늘,Noun,1,1
늘어지는,Verb,1,1
능,Noun,10,1
능거보,Noun,5,1
능력,Noun,1,1
능력,Noun,5,1
능력,Noun,7,3
능력,Noun,10,5
늦게,Verb,7,2
늦게,Verb,10,1
늦출수,Verb,9,1
니,Josa,1,2
니,Josa,10,1
니,Noun,8,1
니,Noun,10,1
니까,Josa,1,1
니까,Josa,4,1
니까,Josa,5,1
님,Suffix,7,1
다,Adverb,1,12
다,Adverb,2,2
다,Adverb,4,2
다,Adverb,5,6
다,Adverb,6,4
다,Adverb,7,4
다,Adverb,8,5
다,Adverb,9,2
다,Adverb,10,5
다,Josa,1,4
다,Josa,2,1
다,Josa,4,1
다,Josa,6,1
다,Josa,8,3
다,Josa,9,1
다,Josa,10,6
다,Noun,10,1
다가,Noun,5,1
다는,Verb,9,1
다니고,Verb,1,1
다니고,Verb,7,1
다니는거,Verb,4,1
다라,Noun,1,1
다룬,Verb,6,1
다뤘음,Verb,5,1
다른,Modifier,1,1
다른,Modifier,7,1
다른,Modifier,10,1
다른,Noun,1,3
다른,Noun,4,1
다른,Noun,5,1
다른,Noun,6,1
다른,Noun,7,3
다른,Noun,9,2
다른,Noun,10,1
다리,Noun,1,1
다만,Noun,6,1
다만,Noun,7,1
다소,Noun,8,2
다시,Noun,1,1
다시,Noun,4,1
다시,Noun,6,1
다시,Noun,7,1
다시,Noun,9,1
다시,Noun,10,1
다신,Verb,5,1
다운,Noun,1,1
다음,Noun,1,1
다음,Noun,6,1
다음,Noun,7,2
다음,Noun,8,2
다음,Noun,10,6
다이애나,Noun,7,1
다이애나,Noun,10,1
다진,Verb,9,1
다크,Noun,6,1
다크나이트,Noun,1,1
다크나이트,Noun,4,1
다크나이트,Noun,5,1
다크나이트,Noun,7,2
다해,Noun,1,1
다해,Noun,4,1
다행,Noun,1,1
다행,Noun,3,1
다행,Noun,10,1
닥달났,Noun,4,1
닦이,Verb,1,1
닦이,Verb,4,1
닦이,Verb,8,1
닦이,Verb,10,1
닦이보다,Verb,1,1
단,Modifier,1,1
단,Noun,1,1
단독,Noun,1,2
단독,Noun,4,1
단일,Noun,1,1
단점,Noun,1,2
단조,Noun,5,1
단지,Noun,8,1
달라지지,Verb,7,1
달리,Noun,4,1
달리는,Verb,7,1
달아라,Verb,10,1
달을수있는,Verb,1,1
달이,Noun,9,1
담시,Noun,1,1
담아,Verb,4,1
담으려,Verb,7,1
담편,Noun,7,1
답,Noun,1,2
답,Noun,2,1
답,Noun,5,1
답답하고,Adjective,7,1
답답함,Adjective,7,1
답습,Noun,1,1
답습,Noun,5,1
당당히,Adjective,7,1
당신,Noun,1,1
당신,Noun,7,1
당하구,Adjective,7,1
당한,Noun,10,1
당할,Adjective,8,1
당할수밖에,Adjective,5,1
당했네,Adjective,8,1
당황,Noun,9,1
닿은,Verb,10,1
대,Modifier,5,2
대,Modifier,6,1
대,Modifier,10,3
대,Suffix,1,1
대가리,Noun,8,1
대가리,Noun,10,1
대감,Noun,6,1
대감,Noun,7,1
대감,Noun,8,1
대감,Noun,9,1
대단하다,Adjective,5,1
대단하다는걸,Adjective,1,1
대단해,Adjective,5,1
대도,Noun,1,1
대로,Josa,10,1
대만,Noun,10,1
대박,Noun,10,1
대부분,Noun,10,1
대사,Noun,1,2
대사,Noun,4,1
대사,Noun,10,1
대안,Noun,5,1
대안,Noun,7,1
대안,Noun,8,1
대안,Noun,9,1
대안,Noun,10,3
대의,Noun,2,1
대작,Noun,1,1
대작,Noun,10,1
대중성,Noun,5,1
대체,Noun,1,1
대체,Noun,7,1
대체로,Noun,4,1
대충,Noun,1,1
대치,Noun,9,1
대학,Noun,5,1
대한,Noun,7,2
대한,Noun,8,3
대한,Noun,10,1
대항,Noun,1,1
대항,Noun,9,1
대항,Noun,10,1
대화씬,Noun,1,1
댓,Modifier,10,1
댓글,Noun,7,1
댓글,Noun,9,1
더,Noun,1,12
더,Noun,2,2
더,Noun,4,2
더,Noun,5,5
더,Noun,6,4
더,Noun,7,4
더,Noun,8,3
더,Noun,9,3
더,Noun,10,6
더욱,Noun,1,1
더욱,Noun,6,1
더해진,Adjective,10,1
덕,Noun,10,1
덕분,Noun,10,1
덕후,Noun,6,1
던,Adjective,10,1
던,Noun,6,2
던,Noun,7,1
던,Noun,9,1
던,Noun,10,2
던데,Noun,1,2
던져도,Verb,1,1
던지고,Verb,9,1
덜,Noun,6,1
덜,Noun,10,1
덜할테니,Adjective,1,1
덤,Noun,1,1
덤,Noun,2,1
덤,Noun,5,1
덥잖은,Adjective,1,1
덩어리,Noun,5,1
덩어리,Noun,7,1
데,Noun,6,1
데,Noun,7,2
데,Noun,8,1
데리,Noun,6,1
데리,Noun,8,1
도,Josa,1,26
도,Josa,2,4
도,Josa,3,4
도,Josa,4,7
도,Josa,5,5
도,Josa,6,13
도,Josa,7,12
도,Josa,8,6
도,Josa,9,3
도,Josa,10,14
도,Noun,1,2
도,Noun,5,3
도,Noun,6,4
도,Noun,7,2
도,Noun,8,1
도대체,Noun,1,1
도대체,Noun,6,1
도대체,Noun,10,1
도도했던,Adjective,4,1
도망가는데,Verb,7,1
도안,Noun,1,1
도입,Noun,2,1
도중하차,Noun,10,1
독립,Noun,1,1
독수리,Noun,1,1
독주,Noun,9,1
독주,Noun,10,1
돈,Noun,1,12
돈,Noun,2,3
돈,Noun,4,1
돈,Noun,5,1
돈,Noun,6,1
돈,Noun,7,4
돈,Noun,8,1
돈,Noun,10,2
돈옵저,Noun,1,1
돌,Noun,8,1
돌도,Verb,1,1
돌아가서,Verb,8,1
돌아오고나서,Verb,4,1
돌아온,Verb,7,1
돌아온거는,Verb,7,1
돌아와서,Verb,6,1
돗,Noun,2,1
돗,Noun,8,2
돗,Noun,9,1
돗,Noun,10,2
동,Modifier,1,1
동,Modifier,8,1
동굴,Noun,1,1
동네,Noun,6,2
동떨어진,Adjective,5,1
동료,Noun,10,1
동산,Noun,1,2
동안,Noun,1,1
동안,Noun,9,1
동영상,Noun,1,1
돼,Verb,5,2
돼지,Noun,10,1
됐고,Verb,1,2
됐네,Verb,7,1
됐다,Verb,1,2
됐다,Verb,10,1
되,Verb,6,1
되게,Adverb,1,1
되겠네,Verb,7,1
되고,Verb,7,2
되고,Verb,9,1
되나,Verb,1,1
되네,Verb,6,1
되네요,Verb,8,1
되네요,Verb,9,1
되는,Verb,6,1
되는,Verb,7,1
되는,Verb,10,1
되는가,Verb,1,1
되는가,Verb,10,1
되는게,Verb,9,1
되는데,Verb,4,1
되는데요,Verb,1,1
되니까,Verb,7,1
되돌릴,Verb,1,1
되어,Verb,4,1
되어서,Verb,10,1
되었다면,Verb,10,1
되었습니다,Verb,10,1
되었으면,Verb,9,1
되었으면,Verb,10,1
되지,Verb,8,1
되지는,Verb,8,1
된,Verb,5,3
된,Verb,7,1
된,Verb,8,1
된,Verb,10,3
된다,Verb,9,1
된다,Verb,10,1
될,Verb,1,2
될,Verb,3,1
될,Verb,5,1
될,Verb,9,1
될거,Verb,5,1
될것을,Verb,7,1
될듯,Verb,5,1
될지,Verb,9,1
됨,Verb,2,1
됨,Verb,5,1
됨,Verb,6,1
됨,Verb,7,1
됨,Verb,8,1
됨,Verb,9,1
됨,Verb,10,3
됩니다,Verb,10,1
두,Determiner,2,1
두,Determiner,6,1
두,Determiner,8,1
두,Determiner,10,1
두,Josa,2,1
두,Noun,10,1
두고,Verb,5,1
두고,Verb,10,1
두드러진,Adjective,4,1
두운,Noun,1,1
두운,Noun,3,1
두지,Verb,7,1
둔,Verb,1,1
둔,Verb,7,1
둘,Noun,10,1
둘다,Verb,8,1
둘다,Verb,10,1
둠스데이,Noun,7,1
뒤,Noun,1,1
뒤늦게,Adjective,6,1
뒤쪽,Noun,7,1
드,Noun,4,1
드는,Verb,1,1
드디어,Adverb,8,1
드디어,Adverb,10,2
드라마,Noun,1,2
드러나지,Verb,5,1
드럽게,Adjective,7,2
드립,Noun,6,1
드립니다,Verb,7,1
든,Josa,8,3
든다,Verb,10,1
듣고,Verb,1,1
들,Suffix,1,28
들,Suffix,2,4
들,Suffix,3,6
들,Suffix,4,8
들,Suffix,5,10
들,Suffix,6,10
들,Suffix,7,13
들,Suffix,8,8
들,Suffix,9,2
들,Suffix,10,36
들,Verb,1,1
들,Verb,2,1
들,Verb,5,1
들,Verb,9,2
들,Verb,10,1
들게,Verb,6,1
들러리,Noun,5,1
들리고,Verb,2,1
들만,Verb,1,1
들만,Verb,6,1
들썩,Adverb,2,1
들어,Verb,10,1
들어서,Verb,1,1
들어왔다,Verb,1,1
들었을,Verb,8,1
들이셨네,Verb,1,1
들이야,Verb,1,1
들지,Verb,1,1
듬,Noun,5,2
듬,Noun,8,1
듬,Noun,9,1
듯,Noun,1,1
듯,Noun,4,2
듯,Noun,5,2
듯,Noun,6,1
듯,Noun,7,2
듯,Noun,8,3
듯,Noun,10,2
등,Noun,7,1
등,Noun,10,2
등급,Noun,3,1
등빨,Noun,9,1
등장,Noun,1,2
등장,Noun,3,1
등장,Noun,5,1
등장,Noun,6,2
등장,Noun,7,1
등장,Noun,8,4
등장,Noun,9,1
디시,Noun,1,2
디시,Noun,4,2
디시,Noun,5,1
디시,Noun,6,1
디시,Noun,7,1
디시,Noun,9,1
디씨,Noun,1,8
디씨,Noun,2,1
디씨,Noun,4,2
디씨,Noun,5,4
디씨,Noun,6,4
디씨,Noun,7,1
디씨,Noun,8,5
디씨,Noun,9,1
디씨,Noun,10,9
디씬,Noun,1,1
디아,Noun,10,1
디워,Noun,1,2
디자인,Noun,5,1
디즈니,Noun,1,1
디즈니,Noun,4,1
디지는줄,Verb,1,1
딜,Noun,1,1
따,Verb,1,3
따,Verb,2,1
따,Verb,7,1
따구로,Verb,1,1
따라,Verb,1,1
따라,Verb,5,1
따라가,Verb,1,1
따라가기,Verb,4,1
따라가는,Verb,7,1
따라가다가,Verb,5,1
따라가지,Verb,7,1
따라가지못하는거,Verb,7,1
따라간,Verb,6,1
따라갈,Verb,7,1
따라잡,Verb,7,1
따라잡고,Verb,1,1
따라잡기,Verb,6,1
따라하는거,Verb,3,1
따라하다,Verb,1,1
따라하려는,Verb,1,1
따라하려다가,Verb,5,1
따라하지말고,Verb,1,1
따라해,Verb,1,1
따로,Adverb,1,2
따윈,Noun,10,1
딱,Adverb,1,2
딱,Adverb,3,1
딱,Adverb,5,1
딱,Adverb,6,2
딱,Adverb,7,3
딱,Adverb,8,1
딱,Adverb,9,1
딱,Modifier,1,1
딱,VerbPrefix,6,1
딱,VerbPrefix,7,1
딱히,Adjective,4,1
딱히,Adjective,6,1
딴,Modifier,1,1
딴,Verb,7,1
딴딴히,Adjective,8,1
딴만,Verb,6,1
땅,Noun,10,1
때,Noun,1,7
때,Noun,3,1
때,Noun,5,1
때,Noun,6,1
때,Noun,7,3
때,Noun,10,2
때려,Verb,1,1
때려,Verb,9,1
때려줄까,Verb,9,1
때문,Noun,1,2
때문,Noun,2,1
때문,Noun,5,1
때문,Noun,6,1
때문,Noun,7,1
땜,Noun,5,2
땜빵,Noun,6,1
떠,Verb,5,1
떠나서,Verb,5,1
떠들면서,Verb,3,1
떡,Noun,7,1
떨어졌나,Verb,7,1
떨어졌던,Verb,1,1
떨어지고,Verb,6,1
떨어지는건,Verb,10,1
떨어짐,Verb,5,2
떳는,Noun,5,1
또,Noun,5,1
또,Noun,9,3
또,Noun,10,2
또한,Noun,10,1
똘마니들,Noun,8,1
똥,Noun,1,1
똥,Noun,3,1
똥망,Noun,4,1
뚜,Noun,8,1
뚜렷한,Adjective,6,1
뚝뚝,Noun,6,1
뚫린듯,Verb,8,1
뛰,Verb,2,1
뛰기만,Verb,1,1
뜨던,Verb,4,1
뜨던,Verb,6,1
뜬금없이,Adverb,4,1
띨함,Noun,2,1
라,Josa,1,6
라,Josa,2,1
라,Josa,4,2
라,Josa,5,3
라,Josa,6,1
라,Josa,7,2
라,Josa,10,2
라고,Josa,1,2
라고,Josa,5,1
라고,Josa,10,2
라기보단,Josa,5,1
라는,Josa,6,2
라니,Josa,6,1
라도,Josa,1,1
라도,Josa,3,1
라도,Josa,5,1
라라라,Noun,10,1
라랄,Adverb,10,1
라면,Noun,1,1
라면,Noun,6,2
라서,Josa,1,1
라서,Noun,1,1
라운드,Noun,5,1
라이더,Noun,1,1
라이벌,Noun,1,1
라인,Noun,1,1
란,Noun,6,1
랄,Noun,1,1
랄,Noun,10,1
랑,Josa,1,5
랑,Josa,4,1
랑,Josa,6,2
래,Josa,6,1
래,Josa,8,1
래,Josa,10,1
래야,Noun,1,1
랳,Noun,1,1
러너,Noun,10,1
러닝,Noun,2,1
러닝,Noun,4,1
러닝,Noun,8,3
러닝,Noun,9,1
러더,Noun,1,1
런닝타임,Noun,8,1
런닝타임,Noun,10,1
런스,Noun,4,1
레알,Noun,1,1
레알,Noun,4,1
레이저,Noun,6,1
레인,Noun,1,1
레인,Noun,4,1
력,Suffix,6,1
로,Josa,1,16
로,Josa,2,2
로,Josa,4,1
로,Josa,5,2
로,Josa,6,2
로,Josa,7,7
로,Josa,8,2
로,Josa,9,3
로,Josa,10,7
로,Noun,1,3
로,Noun,6,1
로,Noun,9,1
로,Noun,10,1
로는,Josa,1,1
로는,Josa,7,2
로또,Noun,1,1
로봇,Noun,1,2
로움,Noun,8,1
로튼,Noun,1,1
론,Noun,1,1
롭고,Josa,5,1
롯데,Noun,10,1
루,Noun,4,1
루디루,Noun,1,1
루즈,Noun,1,1
루지,Noun,1,1
룰루,Noun,10,1
룰루랄라,Adverb,10,1
뤼,Noun,8,1
류,Noun,2,1
르,Noun,4,1
를,Josa,1,31
를,Josa,2,4
를,Josa,3,1
를,Josa,4,6
를,Josa,5,11
를,Josa,6,8
를,Josa,7,17
를,Josa,8,6
를,Josa,9,3
를,Josa,10,5
를,Noun,2,1
를,Noun,7,1
를,Noun,10,1
리,Noun,1,3
리,Noun,3,1
리,Noun,6,1
리그,Noun,1,3
리그,Noun,3,2
리그,Noun,4,1
리그,Noun,5,4
리그,Noun,6,2
리그,Noun,7,2
리그,Noun,9,1
리그,Noun,10,2
리기,Noun,1,1
리드,Noun,2,1
리부트,Noun,5,1
리뷰,Noun,1,1
리뷰,Noun,10,1
리턴즈,Noun,7,1
린,Noun,8,1
마,Noun,1,2
마,Noun,10,1
마가,Noun,9,1
마가,Noun,10,1
마냥,Noun,4,1
마다,Josa,6,1
마더,Noun,1,2
마더,Noun,6,1
마리,Noun,7,1
마마,Noun,6,1
마무리,Noun,6,1
마무리,Noun,7,1
마블,Noun,1,16
마블,Noun,2,2
마블,Noun,3,1
마블,Noun,4,4
마블,Noun,5,5
마블,Noun,6,11
마블,Noun,7,11
마블,Noun,8,5
마블,Noun,9,5
마블,Noun,10,20
마블빠,Noun,5,1
마블빠,Noun,10,1
마사,Noun,8,1
마사,Noun,10,1
마세요,Verb,1,2
마세용,Verb,1,1
마운틴,Noun,6,1
마음,Noun,7,1
마음,Noun,9,1
마저,Josa,2,1
마지막,Noun,5,2
마지막,Noun,7,3
마지막,Noun,8,3
마지막,Noun,10,5
마치,Noun,5,1
마치,Noun,10,1
마키,Noun,7,1
막,Noun,4,1
막,Noun,7,1
막,Noun,9,1
막,Noun,10,2
막는,Verb,8,1
막상,Noun,4,1
막은,Verb,6,1
막판,Noun,2,1
만,Josa,1,23
만,Josa,3,1
만,Josa,4,4
만,Josa,5,3
만,Josa,6,5
만,Josa,7,1
만,Josa,8,3
만,Josa,9,1
만,Josa,10,6
만,Modifier,1,1
만,Noun,7,2
만,Noun,10,1
만,Suffix,5,1
만,Suffix,7,1
만고,Noun,4,1
만드냐,Verb,4,1
만드는,Verb,5,1
만드는,Verb,6,1
만드는,Verb,10,1
만드는것도,Verb,1,1
만드는게,Verb,4,1
만든,Verb,1,4
만든,Verb,4,1
만든,Verb,6,1
만든,Verb,7,1
만든거,Verb,6,1
만든거지,Verb,7,1
만든다,Verb,6,1
만든다,Verb,10,1
만들,Verb,10,2
만들거란,Verb,5,1
만들고,Verb,1,1
만들기,Noun,10,1
만들길,Verb,7,1
만들까,Verb,1,1
만들던지,Verb,1,1
만들라는,Verb,10,1
만들려면,Verb,4,1
만들어,Verb,1,3
만들어,Verb,8,1
만들어놓고선,Verb,1,1
만들어놨네,Verb,7,1
만들어도,Verb,5,1
만들어라,Verb,1,4
만들어라,Verb,4,1
만들어서,Verb,9,1
만들어야,Verb,6,1
만들어야만,Verb,4,1
만들어주길,Verb,6,1
만들어지지,Verb,5,1
만들어진거,Verb,10,1
만들어진것,Verb,10,1
만들었냐,Verb,1,1
만들었네,Verb,1,1
만들었다,Verb,8,1
만들었다,Verb,10,1
만들었어,Verb,1,1
만들었으,Verb,6,1
만들었으면,Verb,3,1
만들었음,Verb,6,1
만들었음,Verb,10,1
만들지,Verb,2,1
만들지,Verb,8,1
만들지말고,Verb,2,1
만들진,Verb,7,1
만듬,Noun,4,1
만듬,Noun,10,1
만약,Noun,1,1
만에,Foreign,1,1
만으로도,Josa,10,1
만은,Josa,1,1
만은,Josa,7,3
만은,Josa,10,1
만의,Josa,3,1
만의,Josa,5,2
만이,Noun,2,1
만이라도,Josa,4,1
만점,Noun,1,1
만족감,Noun,8,1
만족하고,Adjective,1,1
만족할만,Adjective,6,1
만족합니다,Adjective,10,1
만큼,Josa,7,1
만큼,Josa,10,1
만큼,Noun,5,1
만큼,Noun,8,1
만큼은,Josa,7,1
만큼은,Josa,8,1
만하,Noun,5,1
만하,Noun,6,1
만하,Noun,10,1
만해,Noun,8,2
만해,Noun,9,1
만화,Noun,4,1
만화,Noun,6,1
많구,Adjective,5,1
많다,Adjective,2,1
많아,Adjective,5,1
많아서,Adjective,8,1
많았다,Adjective,8,1
많어,Adjective,5,1
많으니,Adjective,8,1
많으면,Adjective,6,1
많은,Adjective,1,4
많은,Adjective,4,2
많은,Adjective,7,1
많은,Adjective,9,1
많은,Adjective,10,1
많은걸,Adjective,7,1
많은데,Adjective,6,1
많은지,Adjective,4,1
많이,Adverb,1,3
많이,Adverb,4,1
많이,Adverb,5,3
많이,Adverb,7,1
많이,Adverb,8,5
많이,Modifier,7,2
많이,Modifier,8,1
말,Noun,1,11
말,Noun,2,1
말,Noun,4,1
말,Noun,5,1
말,Noun,6,1
말,Noun,7,2
말,Noun,9,1
말,Noun,10,1
말고,Josa,1,1
말고,Josa,7,1
말고,Josa,10,1
말길,Verb,8,1
말리고싶다,Verb,1,1
말아먹었다,Verb,1,1
말장난,Noun,1,2
맘,Noun,1,1
맘,Noun,9,1
맘,Noun,10,2
맙시,Noun,10,1
맛,Noun,1,2
맛,Noun,6,1
맛깔나게,Adjective,6,1
맛본다,Verb,3,1
망,Noun,5,1
망,Noun,6,1
망,Noun,7,2
망가지,Verb,5,1
망쳐,Verb,5,1
망치,Noun,1,1
망치는,Verb,1,1
망하고,Adjective,1,1
망하고,Adjective,5,1
망하기,Adjective,1,1
망하는데는,Adjective,1,1
망하는지,Adjective,1,1
망한,Adjective,1,1
망할거라고,Adjective,2,1
망했다라고,Adjective,1,1
망했어,Adjective,1,1
망했음,Adjective,7,1
망했지만,Adjective,6,1
맞구,Verb,7,1
맞냐,Verb,1,1
맞는,Verb,1,1
맞는다,Verb,4,1
맞는듯,Verb,1,1
맞다,Verb,1,1
맞먹는,Verb,1,1
맞은,Verb,7,1
맞을듯,Verb,6,1
맞음,Verb,1,2
맞지,Verb,5,1
맞짱,Noun,4,1
맞짱,Noun,6,1
맞추러,Verb,1,1
매,Noun,5,1
매끄럽지,Adjective,4,1
매니아,Noun,5,1
매니아,Noun,6,1
매력,Noun,1,3
매력,Noun,3,1
매력,Noun,4,1
매력,Noun,5,1
매력,Noun,6,1
매력,Noun,8,2
매력,Noun,10,3
매우,Noun,1,1
매우,Noun,7,1
매우,Noun,10,1
매일,Noun,1,1
맨,Modifier,4,1
맨,Modifier,8,1
맨,Modifier,10,1
맨,Noun,1,8
맨,Noun,3,2
맨,Noun,5,2
맨,Noun,6,3
맨,Noun,7,8
맨,Noun,8,2
맨,Noun,10,4
맨오브스틸,Noun,2,1
맨오브스틸,Noun,7,1
맨인가는,Verb,5,1
맴,Noun,7,1
맴돔,Noun,10,1
맴버,Noun,1,1
머,Noun,1,1
머,Noun,5,1
머,Noun,6,1
머냐,Adjective,4,1
머리,Noun,7,1
먹네,Verb,1,1
먹습니까,Verb,4,1
먹으라고,Verb,1,1
먹은,Verb,1,2
먹지를,Verb,1,1
먼저,Noun,7,4
멀구나,Adjective,6,1
멀었네요,Adjective,1,1
멀었다,Adjective,5,1
멋있,Adjective,7,1
멋있게,Adjective,6,1
멋있게,Adjective,8,1
멋있게,Adjective,10,1
멋있고,Adjective,8,1
멋있긴,Adjective,6,1
멋있네요,Adjective,8,1
멋있는,Adjective,1,1
멋있당,Adjective,10,1
멋있었던듯,Adjective,10,1
멋있음,Adjective,5,1
멋젔음,Noun,10,1
멋져,Adjective,5,1
멋져서,Adjective,4,1
멋져서,Adjective,8,1
멋져요,Adjective,7,1
멋지고,Adjective,8,1
멋지고,Adjective,10,2
멋지네요,Adjective,7,1
멋지네요,Adjective,9,2
멋진데,Adjective,4,1
멋집니다,Adjective,9,1
멎지다,Verb,10,1
메인,Noun,1,1
메인,Noun,7,1
메타,Noun,1,1
멜로,Noun,1,1
멤버,Noun,1,1
멤버,Noun,5,1
멤버,Noun,6,1
멤버,Noun,7,1
며,Josa,1,1
며,Noun,5,1
면,Josa,1,4
면,Josa,4,3
면,Josa,6,1
면,Josa,7,1
면,Josa,8,2
면,Josa,10,5
면,Noun,1,2
면서,Noun,1,1
멸망,Noun,1,2
명,Noun,3,1
명,Noun,5,4
