형태소,품사,분류,카운트
그냥,Noun,9,6
그냥,Noun,10,57
그다음,Noun,9,1
그다지,Noun,7,1
그다지,Noun,10,1
그닥,Noun,10,2
그대로,Noun,10,6
그동안,Noun,10,1
그딴,Modifier,10,1
그래,Adjective,10,2
그래놓고,Adjective,10,2
그래도,Adverb,6,1
그래도,Adverb,7,3
그래도,Adverb,8,5
그래도,Adverb,9,13
그래도,Adverb,10,14
그래서,Adverb,7,1
그래서,Adverb,8,1
그래서,Adverb,9,1
그래서,Adverb,10,4
그래요,Adjective,10,1
그랬고,Adjective,10,1
그랬는데,Conjunction,10,1
그랬던,Adjective,10,1
그랬지만,Adjective,10,1
그러,Adjective,10,1
그러고,Adjective,10,2
그러고도,Adjective,10,1
그러기에,Conjunction,10,1
그러나,Conjunction,8,3
그러나,Conjunction,9,2
그러나,Conjunction,10,4
그러네요,Adjective,10,1
그러는데,Adjective,10,1
그러다,Adjective,10,1
그러면,Adjective,8,1
그러면,Adverb,10,2
그런,Adjective,9,1
그런,Adjective,10,3
그런,Modifier,8,1
그런,Modifier,10,2
그런데,Conjunction,10,3
그런지,Adjective,9,2
그런지,Adjective,10,4
그런지는,Adjective,8,1
그런지는,Adjective,10,1
그럴꺼지만,Adjective,10,1
그럼,Adjective,9,1
그럼,Adjective,10,2
그럼에도,Adjective,9,2
그럼에도,Adjective,10,1
그렇게,Adverb,7,1
그렇게,Adverb,8,1
그렇게,Adverb,9,2
그렇게,Adverb,10,6
그렇고,Adjective,10,4
그렇다,Adjective,9,1
그렇다고,Conjunction,9,1
그렇듯,Adjective,9,1
그렇듯이,Adjective,10,1
그렇지,Adjective,9,4
그렇지만,Conjunction,9,2
그려,Verb,9,1
그려졌다,Verb,10,1
그로,Noun,9,1
그릇,Noun,10,1
그리,Verb,10,2
그리고,Conjunction,5,1
그리고,Conjunction,8,2
그리고,Conjunction,9,7
그리고,Conjunction,10,42
그리곤,Verb,10,1
그리운,Adjective,10,1
그리울,Verb,9,1
그리워질,Adjective,10,1
그림,Noun,8,1
그림자,Noun,7,1
그림자,Noun,9,1
그림자,Noun,10,1
그립,Verb,10,1
그립다,Verb,10,3
그립습니다,Verb,10,1
그만,Adverb,10,2
그야말로,Adverb,10,3
그이,Noun,8,1
그저,Adverb,9,1
그저,Adverb,10,9
극,Modifier,9,1
극,Modifier,10,5
극복,Noun,8,1
극장,Noun,8,1
극장,Noun,9,3
극장,Noun,10,20
극적,Noun,9,1
극적,Noun,10,1
극찬,Noun,10,3
극한,Noun,10,1
극혐,Noun,10,2
근,Modifier,10,1
근대,Noun,10,1
근데,Adverb,8,1
근데,Adverb,9,1
근데,Adverb,10,12
근육,Noun,9,1
글,Noun,10,2
글맨트,Noun,10,1
글세,Noun,10,1
글썽,Noun,10,1
글쎄,Noun,9,1
글자,Noun,10,2
글코,Noun,9,1
금,Noun,9,1
금방,Noun,10,1
금세,Noun,10,1
금세기,Noun,10,1
금주,Noun,10,1
금치,Noun,10,1
급,Noun,8,1
급,Noun,10,2
급,Suffix,7,2
급,Suffix,9,3
급,Suffix,10,13
긋는,Verb,7,1
기,Modifier,5,1
기,Modifier,7,1
기,Modifier,8,1
기,Modifier,9,1
기,Modifier,10,5
기,Noun,9,4
기,Noun,10,1
기고,Noun,10,1
기는,Verb,7,1
기는,Verb,8,1
기는,Verb,10,2
기다려야,Verb,9,1
기다려져요,Verb,10,1
기다리고,Verb,10,1
기다린만큼,Verb,10,1
기다릴께요,Verb,10,1
기대,Noun,7,3
기대,Noun,8,2
기대,Noun,9,3
기대,Noun,10,14
기대도,Verb,10,1
기대하게,Adjective,9,1
기대하게,Adjective,10,1
기대하고,Adjective,8,2
기대하고,Adjective,9,1
기대하고,Adjective,10,1
기대하는,Adjective,10,2
기대하려는,Adjective,10,1
기대한,Adjective,7,2
기대했지만,Adjective,9,1
기도,Noun,10,2
기량,Noun,10,1
기록,Noun,10,1
기를,Verb,9,1
기를,Verb,10,1
기립박수,Noun,10,3
기본,Noun,7,1
기분,Noun,8,1
기분,Noun,9,1
기분,Noun,10,3
기사,Noun,9,3
기사,Noun,10,9
기상,Noun,10,1
기술,Noun,9,1
기승,Noun,8,1
기승,Noun,10,2
기어,Noun,10,1
기억,Noun,10,7
기억나서,Verb,10,1
기우였다,Verb,10,1
기웃,Noun,10,1
기입,Noun,10,1
기자,Noun,10,1
기저귀,Noun,10,5
기전,Noun,9,1
기전,Noun,10,1
기존,Noun,9,1
기존,Noun,10,1
긴,Verb,9,1
긴,Verb,10,5
긴것,Verb,10,1
긴게,Verb,9,1
긴말,Verb,10,2
긴박함을,Adjective,10,1
긴장,Noun,10,2
긴장감,Noun,8,1
긴장감,Noun,9,2
긴장감,Noun,10,6
긴한데,Verb,10,1
길,Noun,9,1
길,Noun,10,1
길거리,Noun,9,1
길게,Adjective,9,1
길게,Adjective,10,1
길다고,Verb,10,1
길어서,Verb,9,1
길었는데,Adjective,10,1
길이,Noun,9,1
길이,Noun,10,6
김,Noun,10,2
김종철,Noun,10,1
김혜리,Noun,10,1
깊게,Adjective,10,1
깊고,Adjective,9,1
깊숙히,Adjective,10,1
깊었고,Adjective,5,1
깊었네요,Adjective,10,1
깊었다,Adjective,10,5
깊은,Adjective,9,2
깊은,Adjective,10,10
깊이,Noun,8,1
깊이,Noun,9,1
깊이,Noun,10,5
까,Verb,7,1
까,Verb,8,1
까,Verb,10,2
까는건,Verb,9,1
까는것,Verb,10,1
까막눈,Noun,10,1
까말까,Adjective,10,1
까시로,Verb,8,1
까싶은,Verb,7,1
까운,Noun,10,1
까지,Josa,6,1
까지,Josa,7,2
까지,Josa,9,10
까지,Josa,10,72
까지나,Josa,10,1
까지는,Josa,7,1
까지는,Josa,10,2
까지도,Josa,10,4
까지의,Josa,9,1
까진,Josa,7,1
까진,Josa,10,1
깍,Adverb,10,2
깎는다,Verb,9,1
깎아,Verb,10,1
깎았다,Verb,9,1
깎은,Verb,10,1
깔,Verb,10,3
깔끔하,Adjective,10,1
깔끔하게,Adjective,10,5
깔끔하고,Adjective,10,1
깔끔하다,Adjective,9,1
깔끔하다,Adjective,10,2
깔끔하며,Adjective,8,1
깔끔한,Adjective,8,1
깔끔한,Adjective,9,2
깔끔한,Adjective,10,12
깜박이는,Verb,10,1
깨,Noun,10,2
깨닫게,Verb,10,1
깨뜨려주는,Verb,10,1
깨뜨렸네요,Verb,10,1
깨부수고,Verb,10,1
깨어나도,Verb,7,1
깨준,Verb,10,2
깨지,Verb,10,1
깨지지,Verb,10,1
깰수,Verb,10,1
꺼렸었던,Verb,10,1
꺽,Noun,10,1
께,Josa,10,2
께서,Josa,10,1
껴,Verb,10,1
꼬띠,Noun,8,1
꼬띠,Noun,10,2
꼬마,Noun,10,1
꼭,Noun,9,1
꼭,Noun,10,25
꼭꼭,Noun,10,1
꼭대기,Noun,10,1
꼭바,Noun,10,1
꼴,Noun,10,1
꼽는다,Noun,10,1
꼽히는,Verb,10,1
꼽힐듯,Verb,10,1
꽂아야,Verb,10,1
꽂힌,Verb,10,1
꽃,Noun,9,1
꽉,Noun,10,1
꽤,Noun,8,1
꽤,Noun,10,2
꾸내,Verb,10,1
꾸내구,Verb,10,1
꾸르잼,Noun,10,1
꾿,Noun,10,1
꿀,Verb,10,1
꿀릴,Noun,10,1
꿀잼,Noun,10,2
꿈,Noun,10,1
꿈꿔,Verb,10,1
끊기는,Verb,7,1
끊어놓고는,Verb,10,1
끊었다고,Verb,9,1
끌,Noun,10,1
끌고가다,Verb,9,1
끌고가려는,Verb,8,1
끌린다,Verb,10,1
끌어,Verb,9,1
끌어,Verb,10,3
끌어안고,Verb,8,1
끓인,Verb,9,1
끔,Verb,10,1
끝,Noun,7,1
끝,Noun,9,13
끝,Noun,10,34
끝나,Verb,9,1
끝나고,Verb,10,12
끝나긴하네,Verb,10,1
끝나나,Verb,10,1
끝나는,Verb,9,1
끝나는,Verb,10,2
끝나는게,Verb,10,1
끝나다,Verb,10,2
끝나서,Verb,10,2
끝나지,Verb,9,1
끝나지,Verb,10,3
끝난,Verb,10,2
끝난게,Verb,10,1
끝난다,Verb,8,1
끝난다,Verb,10,3
끝난다는것이,Verb,9,1
끝난단,Verb,10,1
끝날,Verb,9,1
끝날,Verb,10,4
끝남,Verb,10,1
끝났네요,Verb,10,1
끝났다,Verb,10,5
끝났다면,Verb,10,1
끝났지만,Verb,10,1
끝내,Noun,10,1
끝내기,Noun,10,1
끝내는,Verb,7,1
끝내는,Verb,10,1
끝내주게,Adjective,9,1
끝내주고,Adjective,9,1
끝낸,Verb,9,1
끝낼,Verb,10,1
끝냈다,Verb,10,3
끝냈다는,Verb,10,1
끝없이,Adverb,10,1
끝장,Noun,10,2
끝판,Noun,9,1
끝판,Noun,10,3
끼,Noun,10,1
끼쳤다는,Verb,10,1
끼쳤음,Verb,10,1
끼치도록,Verb,10,1
끼친다,Verb,9,1
끼칠,Verb,10,1
나,Josa,8,2
나,Josa,9,2
나,Josa,10,30
나,Noun,8,1
나,Noun,9,5
나,Noun,10,24
나가는,Verb,9,1
나가는,Verb,10,1
나간다면,Verb,9,1
나긴,Verb,9,1
나냐,Verb,10,1
나네요,Verb,9,1
나니,Noun,10,1
나단,Noun,10,1
나대랬,Noun,10,1
나대지,Verb,9,1
나던지,Verb,10,1
나도,Verb,10,8
나라,Suffix,10,2
나란히,Adjective,10,1
나려고,Verb,9,1
나름,Noun,10,3
나머지,Noun,5,1
나머지,Noun,9,2
나머지,Noun,10,1
나머진,Noun,9,1
나불,Noun,10,1
나빠지는게,Verb,10,1
나쁘지,Adjective,6,1
나쁘지,Adjective,8,2
나쁘지,Adjective,10,2
나서,Verb,10,3
나소,Noun,10,1
나았고,Verb,10,1
나오게,Verb,10,1
나오겟네요,Verb,10,1
나오겠군요,Verb,10,1
나오겠지,Verb,10,1
나오고,Verb,10,5
나오기,Verb,10,1
나오기를,Verb,10,1
나오길,Verb,10,1
나오나,Verb,9,1
나오나,Verb,10,1
나오네,Verb,10,1
나오는,Verb,9,1
나오는,Verb,10,12
나오는것도,Verb,10,1
나오는게,Verb,9,1
나오는게,Verb,10,1
나오는데,Verb,10,1
나오는지,Verb,10,1
나오려고,Verb,10,1
나오면,Verb,10,3
나오자마자,Verb,10,1
나오지,Verb,9,1
나오지,Verb,10,2
나오질,Verb,10,1
나온,Verb,8,1
나온,Verb,10,7
나온것은,Verb,10,1
나온것치곤,Verb,10,1
나온다,Verb,10,3
나온다고,Verb,10,1
나온다는,Verb,10,1
나온다니,Verb,10,1
나올,Verb,9,2
나올,Verb,10,7
나올거,Verb,10,1
나올것,Verb,10,1
나올려나,Verb,10,1
나올수,Verb,9,2
나올수,Verb,10,3
나올수있을까,Verb,10,1
나올지는,Verb,10,1
나옴,Verb,10,4
나와,Verb,10,3
나와서,Verb,10,2
나와서도,Verb,10,1
나와요,Verb,10,1
나왓다,Noun,10,1
나왓으,Noun,10,1
나왔,Verb,10,1
나왔다,Verb,10,2
나왔던,Verb,9,2
나왔으며,Verb,10,1
나왔으면,Verb,8,1
나왔으면,Verb,10,9
나위,Noun,8,1
나위,Noun,9,1
나위,Noun,10,2
나은,Noun,8,1
나은,Noun,10,1
나음,Verb,10,1
나이,Noun,10,5
나이트,Noun,7,1
나이트,Noun,8,1
나이트,Noun,9,1
나이트,Noun,10,15
나중,Noun,10,2
나타,Noun,10,1
나타나길,Verb,10,1
나타나면서,Verb,10,1
나타나서,Verb,10,1
난,Josa,10,3
난,Noun,9,1
난,Noun,10,21
난다,Verb,9,1
난리,Noun,10,1
난사,Noun,10,1
난잡한,Adjective,9,1
난후,Noun,10,1
날,Noun,6,1
날,Noun,10,7
날거,Verb,10,2
날라가고,Verb,10,1
날려,Verb,9,1
날려주고싶다,Verb,10,1
날리는,Verb,10,1
날아가는,Verb,10,1
날아오르는,Verb,10,1
날아오르는게,Verb,8,1
남,Noun,9,3
남,Noun,10,12
남겨,Verb,10,1
남겼었는데,Verb,10,1
남겼지만,Verb,9,1
남기기,Verb,10,1
남기는,Verb,10,2
남기는게,Verb,10,1
남긴다,Verb,10,3
남길지,Verb,10,1
남네,Verb,9,1
남네요,Verb,10,3
남는,Verb,10,2
남는거,Verb,10,1
남는다,Verb,10,4
남습니다,Verb,10,2
남아,Noun,10,1
남아있다,Verb,9,1
남아있다,Verb,10,2
남아있지,Verb,10,1
남았네요,Verb,10,1
남았는데,Verb,10,1
남았다,Verb,10,1
남았다던,Verb,10,1
남은,Verb,6,1
남음,Verb,10,1
남자,Noun,9,2
남자,Noun,10,4
납득,Noun,10,1
낫,Noun,10,1
낫다,Noun,10,3
낫더라,Verb,10,1
났을,Verb,9,1
낭,Noun,10,1
낮게주고,Adjective,10,1
낮게주면,Adjective,9,1
낮다,Adjective,10,1
낮아서,Adjective,10,1
낮으면,Adjective,10,1
낯처,Noun,10,1
낰,Noun,9,1
낳았다,Verb,10,1
낳으면,Verb,10,1
내,Determiner,9,1
내,Determiner,10,27
내,Noun,8,1
내,Noun,9,2
내,Noun,10,83
내게,Verb,10,3
내고,Verb,10,1
내내,Noun,9,2
내내,Noun,10,6
내놀려,Verb,10,1
내놓을,Verb,10,1
내려갈까봐,Verb,10,1
내려놓는,Verb,10,1
내려라,Verb,10,1
내렸다,Verb,9,1
내리고,Verb,10,1
내리는,Verb,10,1
내리막,Noun,8,1
내린,Verb,8,1
내릴,Verb,8,1
내릴수가있냐,Verb,10,1
내면,Noun,9,2
내면,Noun,10,1
내몬,Noun,8,1
내생,Noun,10,6
내용,Noun,5,1
내용,Noun,8,1
내용,Noun,9,6
내용,Noun,10,16
내재,Noun,10,1
내적,Noun,10,1
내포,Noun,10,1
낸,Verb,9,2
낸,Verb,10,2
낸게,Verb,9,1
낸게,Verb,10,1
낸다,Verb,10,2
낼,Noun,9,1
낼,Verb,9,1
냅,Verb,10,1
냈다,Verb,8,1
냈다,Verb,9,1
냈다,Verb,10,2
냈다고,Verb,9,1
냐,Josa,9,1
냐,Josa,10,5
너,Modifier,9,1
너,Modifier,10,6
너,Noun,8,1
너,Noun,10,2
너무,Adverb,5,1
너무,Adverb,6,1
너무,Adverb,7,9
너무,Adverb,8,11
너무,Adverb,9,32
너무,Adverb,10,92
너무나,Adverb,7,1
너무나,Adverb,8,1
너무나,Adverb,9,1
너무나,Adverb,10,2
너무나도,Adverb,7,2
너무나도,Adverb,9,2
너무나도,Adverb,10,8
너무도,Adverb,10,1
너무쟈밌다,Noun,10,1
너프,Noun,10,2
너희,Noun,10,1
넌,Noun,10,3
넓힌,Verb,9,1
넘,Verb,10,7
넘게,Verb,10,5
넘겨봤지만,Verb,10,1
넘겨주며,Verb,10,1
넘기는,Verb,10,1
넘기다,Verb,10,1
넘긴,Verb,10,1
넘네,Verb,10,1
넘는,Verb,10,1
넘버원,Noun,10,1
넘사,Verb,10,1
넘아,Verb,10,1
넘어,Verb,10,2
넘어서,Verb,10,2
넘어선,Verb,10,1
넘어설,Verb,10,1
넘어섰다,Verb,10,1
넘었지만,Verb,10,1
넘지,Verb,9,1
넘지는,Verb,9,1
넘치게,Adjective,10,1
넘치는,Adjective,10,1
넘친다,Adjective,10,1
넣은게,Verb,10,1
넣을려고,Verb,1,1
넣지마라,Verb,8,1
네,Determiner,10,2
네,Josa,8,1
네,Josa,9,1
네,Josa,10,6
네,Suffix,9,3
네,Suffix,10,5
네러티브,Noun,10,1
네이버,Noun,10,3
네임드,Noun,9,1
넷플릭스,Noun,10,2
넼,Noun,10,1
년,Noun,10,2
년전,Noun,10,1
년후,Noun,10,1
노,Noun,10,1
노래,Noun,10,1
노력,Noun,10,1
노련함으로,Adjective,9,1
노스,Noun,10,1
노아,Noun,10,1
논,Noun,10,1
논리,Noun,7,1
논리,Noun,10,1
놀,Noun,10,1
놀라,Verb,10,2
놀라고,Verb,10,1
놀라운,Adjective,9,1
놀라운,Adjective,10,1
놀라울,Verb,10,1
놀란,Noun,1,1
놀란,Noun,6,2
놀란,Noun,7,5
놀란,Noun,8,4
놀란,Noun,9,21
놀란,Noun,10,168
놀란다,Verb,10,1
놀란이기에,Verb,10,2
놀랄만,Verb,10,1
놀랍니다,Verb,10,1
놀랍다,Verb,10,3
놀랍답지,Verb,8,1
놀랍습니다,Verb,10,1
놀랐다,Verb,10,1
놀런,Noun,9,1
놈,Noun,2,1
놈,Noun,10,7
놈둘,Noun,9,1
높게,Adjective,10,1
높게주네요,Adjective,10,1
높게줘,Adjective,10,1
높아지,Verb,10,1
높아질,Verb,9,1
높았지,Adjective,10,1
높여줄려고,Verb,10,1
높은,Adjective,7,1
높은,Adjective,8,1
높은,Adjective,9,3
높은,Adjective,10,10
높이,Noun,9,1
높이,Noun,10,1
높이려고,Verb,10,1
놓고,Verb,8,2
놓고,Verb,10,2
놓아줄,Verb,10,1
놓을수,Verb,10,1
놓이면,Verb,10,1
놓친,Verb,10,1
뇌,Noun,10,2
누가,Noun,10,5
누구,Noun,10,18
누군가,Noun,10,4
누려가길,Verb,10,1
눈,Noun,10,18
눈동자,Noun,10,1
눈물,Noun,8,1
눈물,Noun,9,3
눈물,Noun,10,13
눈물나게,Verb,10,1
눈물나는,Verb,10,1
눈물났는데,Verb,10,1
눈빚,Noun,10,1
눈빛,Noun,10,2
눈치,Noun,10,1
눌러,Verb,10,1
뉴,Noun,10,1
느,Noun,10,2
느껴,Verb,9,1
느껴,Verb,10,1
느껴라,Verb,10,1
느껴져,Verb,9,1
느껴져,Verb,10,1
느껴져서,Verb,10,1
느껴졌다,Verb,8,1
느껴졌다,Verb,9,1
느껴졌다,Verb,10,1
느껴졌음,Verb,8,1
느껴지고,Verb,4,1
느껴지고,Verb,10,1
느껴지는,Verb,9,1
느껴지는,Verb,10,1
느껴지지,Verb,10,1
느껴진다,Verb,9,1
느껴짐,Verb,9,1
느꼇다,Noun,10,1
느꼈다,Verb,10,5
느꼈던,Verb,10,1
느꼈지만,Verb,9,1
느끼게,Verb,7,1
느끼게,Verb,8,1
느끼게,Verb,9,1
느끼게,Verb,10,2
느끼고,Verb,10,1
느끼는,Verb,10,2
느끼실,Verb,10,1
느끼졌지만,Verb,9,1
느끼지만,Verb,10,1
느낀,Verb,9,1
느낀,Verb,10,1
느낀다,Verb,10,2
느낄,Verb,10,5
느낄수,Verb,10,3
느낄수있다,Verb,10,1
느낄수있어,Verb,10,1
느낌,Noun,7,4
느낌,Noun,8,4
느낌,Noun,9,7
느낌,Noun,10,13
느낍니다,Verb,10,1
느님,Noun,10,1
느무,Noun,10,1
느와르,Noun,9,1
는,Josa,5,1
는,Josa,7,7
는,Josa,8,14
는,Josa,9,49
는,Josa,10,242
는,Verb,1,2
는,Verb,8,1
는,Verb,9,4
는,Verb,10,5
는걸,Noun,8,1
는걸,Noun,10,1
는데,Verb,10,1
는데어,Verb,10,1
늘,Noun,10,1
늘어지는,Verb,7,1
늙어가는,Verb,10,1
늙어서,Verb,10,1
늙어서도,Verb,10,1
능가,Noun,9,1
능가,Noun,10,1
능동,Noun,10,1
능력,Noun,9,1
능력,Noun,10,1
능력자,Noun,8,1
늦게,Verb,10,2
늦게나마,Verb,10,1
니,Josa,1,1
니,Josa,9,2
니,Josa,10,4
니,Modifier,10,1
니,Noun,7,3
니,Noun,10,8
니까,Josa,7,1
니까,Josa,8,1
니까,Josa,9,1
니까,Josa,10,3
니슨,Noun,8,1
니슨,Noun,10,2
닉,Noun,10,1
닉네임,Noun,10,1
님,Noun,9,1
님,Suffix,10,10
님들,Noun,10,2
닝,Noun,10,1
다,Adverb,1,1
다,Adverb,7,2
다,Adverb,8,3
다,Adverb,9,8
다,Adverb,10,54
다,Josa,1,2
다,Josa,7,3
다,Josa,8,2
다,Josa,9,12
다,Josa,10,102
다,Noun,5,1
다가,Noun,10,1
다가오진,Verb,10,1
다가온다,Verb,9,1
다가온다,Verb,10,1
다가왔다,Verb,10,1
다그,Noun,10,1
다나,Noun,10,1
다는,Verb,10,1
다니,Verb,10,2
다다다,Noun,10,1
다려짐,Verb,10,1
다루는데,Verb,9,1
다루면서,Verb,9,1
다룬,Verb,8,1
다룰,Verb,1,1
다뤄서,Verb,6,1
다뤘다는,Verb,10,1
다르게,Adjective,10,3
다르다,Adjective,8,1
다른,Modifier,10,5
다른,Noun,8,3
다른,Noun,9,6
다른,Noun,10,25
다른사람,Noun,10,2
다름,Adjective,10,2
다리,Noun,10,1
다만,Noun,8,1
다만,Noun,9,3
다만,Noun,10,5
다말,Noun,10,1
다비,Noun,10,1
다섯,Determiner,10,1
다섯,Modifier,10,1
다섯,Noun,10,2
다소,Noun,9,2
다소,Noun,10,3
다시,Noun,8,2
다시,Noun,9,13
다시,Noun,10,98
다시금,Noun,10,1
다시는,Verb,10,2
다신,Verb,10,1
다양하기,Adjective,10,1
다양한,Adjective,10,1
다완,Noun,10,1
다운,Noun,9,1
다운,Noun,10,4
다음,Noun,8,1
다음,Noun,9,1
다음,Noun,10,9
다이크,Noun,10,1
다잡은,Verb,10,1
다주,Noun,10,1
다짐,Noun,10,1
다크,Noun,7,1
다크,Noun,8,1
다크,Noun,9,1
다크,Noun,10,14
다크나이트,Noun,6,3
다크나이트,Noun,7,13
다크나이트,Noun,8,15
다크나이트,Noun,9,42
다크나이트,Noun,10,272
다해,Noun,10,1
다행,Noun,10,2
닥,Noun,10,1
닥치고,Noun,10,4
닥치는대로,Verb,10,1
단,Modifier,10,7
단,Noun,10,4
단거보다도,Verb,10,1
단독,Noun,8,1
단말,Noun,10,1
단발머리,Noun,10,1
단서,Noun,9,1
단순,Noun,8,1
단순,Noun,10,3
단순한,Adjective,9,1
단순한,Adjective,10,4
단순히,Adjective,7,1
단순히,Adjective,9,1
단순히,Adjective,10,1
단어,Noun,10,2
단언,Noun,10,1
단언컨대,Noun,10,6
단연,Noun,9,1
단연,Noun,10,12
단점,Noun,10,4
단지,Noun,7,1
단지,Noun,10,1
단편,Noun,7,1
단편,Noun,10,1
닫는,Verb,9,1
달까,Verb,9,1
달라져서,Verb,8,1
달리,Noun,9,4
달리다가,Verb,8,1
달린,Verb,10,1
달린다,Noun,10,1
달았다,Verb,10,2
달지마,Verb,10,1
달콤,Noun,10,1
닭살,Noun,10,1
담겨,Verb,9,1
담겨,Verb,10,1
담고,Verb,8,1
담고있는것,Verb,8,1
담기엔,Verb,10,1
담긴,Verb,9,1
담당자,Noun,10,1
담백하지가,Adjective,8,1
담시,Noun,6,1
담시,Noun,8,1
담시,Noun,9,1
담시,Noun,10,3
담은,Verb,10,1
답,Noun,9,1
답,Noun,10,5
답답하게,Adjective,9,1
답변,Noun,10,1
답안,Noun,10,1
답지,Noun,6,1
당,Modifier,10,4
당,Noun,10,2
당시,Noun,10,5
당신,Noun,10,4
당연한거지,Adjective,10,1
당연히,Adjective,9,1
당연히,Adjective,10,3
당장,Noun,10,1
당하는,Adjective,10,2
당하는건,Adjective,10,1
당하는면이,Adjective,10,1
당하다가,Adjective,10,1
당한,Noun,10,1
당해,Adjective,10,1
당해서,Adjective,9,1
당했다,Adjective,10,1
당했음,Adjective,8,1
닼,Noun,10,1
닼나,Noun,5,1
닼나,Noun,10,3
닼추,Noun,10,1
닿게,Verb,10,1
닿는,Verb,10,2
닿는거지,Verb,9,1
닿았다,Verb,10,2
닿지는,Verb,10,1
대,Modifier,8,1
대,Modifier,9,1
대,Modifier,10,5
대,Suffix,10,4
대,Verb,10,2
대감,Noun,7,1
대감,Noun,8,1
대감,Noun,9,1
대감,Noun,10,1
대결,Noun,10,1
대고,Noun,10,1
대규모,Noun,8,1
대낮,Noun,10,1
대단원,Noun,8,1
대단하구만,Adjective,10,1
대단하긴,Adjective,8,1
대단하다,Adjective,9,3
대단하다,Adjective,10,2
대단하다는,Adjective,10,2
대단하진,Adjective,8,1
대단한,Adjective,9,1
대단한,Adjective,10,11
대단함,Adjective,10,1
대단했다,Adjective,10,1
대단했던,Adjective,10,2
대담하고,Adjective,9,1
대도,Noun,10,1
대로,Josa,8,1
대로,Josa,10,2
대로,Noun,10,1
대리,Noun,10,1
대만,Noun,10,1
대머리,Noun,9,1
대못,Noun,10,1
대미,Noun,9,1
대미,Noun,10,1
대박,Noun,10,27
대부,Noun,9,1
대부,Noun,10,2
대비,Noun,10,1
대사,Noun,8,1
대사,Noun,9,1
대사,Noun,10,6
대상,Noun,10,4
대상자,Noun,8,1
대선,Noun,10,1
대세,Noun,10,1
대신,Noun,9,1
대신,Noun,10,2
대악,Noun,10,1
대여,Noun,10,1
대와,Foreign,8,1
대의,Foreign,8,1
대의,Noun,7,2
대의,Noun,10,4
대작,Noun,9,2
대작,Noun,10,28
대장,Noun,8,2
대조,Noun,9,1
대지,Noun,10,2
대체,Noun,9,1
대체,Noun,10,2
대충,Noun,9,1
대충대충,Adverb,10,1
대표,Noun,9,2
대하,Noun,9,1
대한,Noun,8,1
대한,Noun,9,4
대한,Noun,10,6
대해,Noun,7,1
대해,Noun,8,1
대해,Noun,10,4
더,Noun,1,2
더,Noun,7,3
더,Noun,8,7
더,Noun,9,22
더,Noun,10,100
더굿,Noun,10,1
더냐,Noun,9,1
더라도,Noun,10,1
더럽히네,Verb,10,1
더불어,Verb,10,1
더어,Adjective,10,1
더욱,Noun,9,1
더욱,Noun,10,1
더욱더,Noun,9,1
더욱이,Noun,10,1
더줘서,Adjective,1,1
더크,Noun,10,1
더한,Adjective,10,2
더할,Adjective,8,1
더할,Adjective,9,1
더할,Adjective,10,2
더할까,Adjective,10,1
더할수,Adjective,10,1
더했다,Adjective,10,1
더했지만,Adjective,10,1
덕,Noun,9,1
덕,Noun,10,5
덕후,Noun,10,1
던말되,Adjective,10,1
던져주고,Verb,10,1
던지,Verb,9,1
던지,Verb,10,1
던지기,Noun,7,1
던지기,Noun,10,1
던지는게,Verb,9,1
덜,Noun,10,3
덜덜,Noun,10,1
덜하다고,Adjective,10,1
덜하수도,Adjective,9,1
덜하지만,Adjective,10,3
덜할줄,Adjective,10,1
덜함,Adjective,9,1
덜햇,Noun,10,1
덜했다는것도,Adjective,7,1
덜했지만,Adjective,10,1
덤빈다면,Verb,9,1
덩케르크,Noun,10,1
덮,Verb,10,1
덮어주며,Verb,10,1
데,Noun,8,1
데,Noun,9,1
데,Noun,10,1
데드풀,Noun,10,1
데리,Noun,10,1
데모,Noun,10,1
데스,Noun,10,1
데시,Noun,10,2
도,Foreign,10,1
도,Josa,1,1
도,Josa,2,1
도,Josa,7,4
도,Josa,8,13
도,Josa,9,29
도,Josa,10,137
도,Noun,9,3
도,Noun,10,6
도대체,Noun,10,2
도데,Noun,10,1
도둑,Noun,10,2
도를,Verb,10,2
도배,Noun,10,1
도시,Noun,8,1
도시,Noun,9,1
도시,Noun,10,6
도심,Noun,9,1
도약,Noun,10,2
도에,Foreign,10,1
도와주는,Verb,10,2
도우,Noun,10,1
도입,Noun,9,1
도주,Noun,10,1
도집중안할수가없음,Foreign,10,1
독립,Noun,6,1
독립영화,Noun,5,1
독보,Noun,9,1
독보,Noun,10,1
돈,Noun,8,1
돈,Noun,9,1
돈,Noun,10,23
돈처,Noun,5,1
돋게,Verb,10,1
돋고,Verb,10,1
돋네,Verb,10,1
돋네요,Verb,10,2
돋는,Verb,10,5
돋는다,Verb,10,8
돋다말아,Verb,10,1
돋더라,Verb,10,1
돋던,Verb,10,1
돋보인,Verb,10,1
돋보인다,Verb,10,1
돋아서,Verb,10,1
돋아여,Verb,10,1
돋아요,Verb,10,1
돋앗다,Verb,10,1
돋았는데,Verb,10,1
돋았는지,Verb,10,1
돋았다,Verb,9,1
돋았다,Verb,10,6
돋았던,Verb,10,1
돋았던건,Verb,9,1
돋았습니다,Verb,10,1
돋았었는데,Verb,10,1
돋은,Verb,10,2
돋을,Verb,8,1
돋을,Verb,10,3
돋음,Verb,9,1
돋음,Verb,10,4
돌,Noun,10,1
